"Step","llm_v4_direct_select_pos_1 - total_spl","llm_v4_direct_select_pos_1 - total_spl__MIN","llm_v4_direct_select_pos_1 - total_spl__MAX","llm_v3_pos_neg_dst - total_spl","llm_v3_pos_neg_dst - total_spl__MIN","llm_v3_pos_neg_dst - total_spl__MAX","fbe_baseline - total_spl","fbe_baseline - total_spl__MIN","fbe_baseline - total_spl__MAX","llm_v2_pos_cot - total_spl","llm_v2_pos_cot - total_spl__MIN","llm_v2_pos_cot - total_spl__MAX","l3mvn_baseline_local_step_15 - total_spl","l3mvn_baseline_local_step_15 - total_spl__MIN","l3mvn_baseline_local_step_15 - total_spl__MAX","llm_v1_no_cot_local_step_15 - total_spl","llm_v1_no_cot_local_step_15 - total_spl__MIN","llm_v1_no_cot_local_step_15 - total_spl__MAX","sem_exp_baseline - total_spl","sem_exp_baseline - total_spl__MIN","sem_exp_baseline - total_spl__MAX"
"110","0.17426096121390539","0.17426096121390539","0.17426096121390539","0","0","0","0.21609183790173256","0.21609183790173256","0.21609183790173256","0.21609183790173256","0.21609183790173256","0.21609183790173256","0.2710435274166624","0.2710435274166624","0.2710435274166624","0.17827582584191096","0.17827582584191096","0.17827582584191096","0.2757624596883958","0.2757624596883958","0.2757624596883958"
"120","0.19940059720906916","0.19940059720906916","0.19940059720906916","0","0","0","0.3049156905859571","0.3049156905859571","0.3049156905859571","0.21609183790173256","0.21609183790173256","0.21609183790173256","0.2710435274166624","0.2710435274166624","0.2710435274166624","0.17827582584191096","0.17827582584191096","0.17827582584191096","0.2757624596883958","0.2757624596883958","0.2757624596883958"
"130","0.19940059720906916","0.19940059720906916","0.19940059720906916","0.07835990226781053","0.07835990226781053","0.07835990226781053","0.3049156905859571","0.3049156905859571","0.3049156905859571","0.2208388051271573","0.2208388051271573","0.2208388051271573","0.225869606180552","0.225869606180552","0.225869606180552","0.19247679608229112","0.19247679608229112","0.19247679608229112","0.2757624596883958","0.2757624596883958","0.2757624596883958"
"140","0.18665165307317105","0.18665165307317105","0.18665165307317105","0.0587699267008579","0.0587699267008579","0.0587699267008579","0.3132812367780479","0.3132812367780479","0.3132812367780479","0.2208388051271573","0.2208388051271573","0.2208388051271573","0.225869606180552","0.225869606180552","0.225869606180552","0.19247679608229112","0.19247679608229112","0.19247679608229112","0.2757624596883958","0.2757624596883958","0.2757624596883958"
"150","0.18665165307317105","0.18665165307317105","0.18665165307317105","0.0587699267008579","0.0587699267008579","0.0587699267008579","0.3132812367780479","0.3132812367780479","0.3132812367780479","0.2208388051271573","0.2208388051271573","0.2208388051271573","0.23460022105568154","0.23460022105568154","0.23460022105568154","0.19247679608229112","0.19247679608229112","0.19247679608229112","0.20682184476629686","0.20682184476629686","0.20682184476629686"
"160","0.18665165307317105","0.18665165307317105","0.18665165307317105","0.0587699267008579","0.0587699267008579","0.0587699267008579","0.3132812367780479","0.3132812367780479","0.3132812367780479","0.17667104410172585","0.17667104410172585","0.17667104410172585","0.23460022105568154","0.23460022105568154","0.23460022105568154","0.1539814368658329","0.1539814368658329","0.1539814368658329","0.20682184476629686","0.20682184476629686","0.20682184476629686"
"170","0.18665165307317105","0.18665165307317105","0.18665165307317105","0.0587699267008579","0.0587699267008579","0.0587699267008579","0.3132812367780479","0.3132812367780479","0.3132812367780479","0.17667104410172585","0.17667104410172585","0.17667104410172585","0.23408833085703526","0.23408833085703526","0.23408833085703526","0.12831786405486076","0.12831786405486076","0.12831786405486076","0.20682184476629686","0.20682184476629686","0.20682184476629686"
"180","0.18665165307317105","0.18665165307317105","0.18665165307317105","0.0587699267008579","0.0587699267008579","0.0587699267008579","0.3132812367780479","0.3132812367780479","0.3132812367780479","0.17667104410172585","0.17667104410172585","0.17667104410172585","0.23408833085703526","0.23408833085703526","0.23408833085703526","0.12831786405486076","0.12831786405486076","0.12831786405486076","0.1654574758130375","0.1654574758130375","0.1654574758130375"
"190","0.23401894314473537","0.23401894314473537","0.23401894314473537","0.0587699267008579","0.0587699267008579","0.0587699267008579","0.3785128599173344","0.3785128599173344","0.3785128599173344","0.17667104410172585","0.17667104410172585","0.17667104410172585","0.23408833085703526","0.23408833085703526","0.23408833085703526","0.12831786405486076","0.12831786405486076","0.12831786405486076","0.1654574758130375","0.1654574758130375","0.1654574758130375"
"200","0.23401894314473537","0.23401894314473537","0.23401894314473537","0.09364305951211686","0.09364305951211686","0.09364305951211686","0.3311987524276676","0.3311987524276676","0.3311987524276676","0.17667104410172585","0.17667104410172585","0.17667104410172585","0.23408833085703526","0.23408833085703526","0.23408833085703526","0.12831786405486076","0.12831786405486076","0.12831786405486076","0.1654574758130375","0.1654574758130375","0.1654574758130375"
"210","0.23401894314473537","0.23401894314473537","0.23401894314473537","0.21214501426578325","0.21214501426578325","0.21214501426578325","0.3311987524276676","0.3311987524276676","0.3311987524276676","0.28133500142379075","0.28133500142379075","0.28133500142379075","0.23380033250107157","0.23380033250107157","0.23380033250107157","0.2249374246233257","0.2249374246233257","0.2249374246233257","0.1654574758130375","0.1654574758130375","0.1654574758130375"
"220","0.2658727240501534","0.2658727240501534","0.2658727240501534","0.21214501426578325","0.21214501426578325","0.21214501426578325","0.32663064702153854","0.32663064702153854","0.32663064702153854","0.272661957144862","0.272661957144862","0.272661957144862","0.23380033250107157","0.23380033250107157","0.23380033250107157","0.2243982079793212","0.2243982079793212","0.2243982079793212","0.1654574758130375","0.1654574758130375","0.1654574758130375"
"230","0.2658727240501534","0.2658727240501534","0.2658727240501534","0.21214501426578325","0.21214501426578325","0.21214501426578325","0.32663064702153854","0.32663064702153854","0.32663064702153854","0.272661957144862","0.272661957144862","0.272661957144862","0.23380033250107157","0.23380033250107157","0.23380033250107157","0.2243982079793212","0.2243982079793212","0.2243982079793212","0.1654574758130375","0.1654574758130375","0.1654574758130375"
"240","0.2658727240501534","0.2658727240501534","0.2658727240501534","0.21214501426578325","0.21214501426578325","0.21214501426578325","0.32663064702153854","0.32663064702153854","0.32663064702153854","0.2385792125017543","0.2385792125017543","0.2385792125017543","0.3148145781653245","0.3148145781653245","0.3148145781653245","0.2243982079793212","0.2243982079793212","0.2243982079793212","0.1654574758130375","0.1654574758130375","0.1654574758130375"
"250","0.24170247640923037","0.24170247640923037","0.24170247640923037","0.21214501426578325","0.21214501426578325","0.21214501426578325","0.32663064702153854","0.32663064702153854","0.32663064702153854","0.2385792125017543","0.2385792125017543","0.2385792125017543","0.3148145781653245","0.3148145781653245","0.3148145781653245","0.19946507375939665","0.19946507375939665","0.19946507375939665","0.2509355881681152","0.2509355881681152","0.2509355881681152"
"260","0.24170247640923037","0.24170247640923037","0.24170247640923037","0.24251238069631822","0.24251238069631822","0.24251238069631822","0.32663064702153854","0.32663064702153854","0.32663064702153854","0.2385792125017543","0.2385792125017543","0.2385792125017543","0.29059807215260725","0.29059807215260725","0.29059807215260725","0.19946507375939665","0.19946507375939665","0.19946507375939665","0.2509355881681152","0.2509355881681152","0.2509355881681152"
"270","0.24170247640923037","0.24170247640923037","0.24170247640923037","0.21219833310927844","0.21219833310927844","0.21219833310927844","0.2939675823193847","0.2939675823193847","0.2939675823193847","0.21207041111267047","0.21207041111267047","0.21207041111267047","0.29059807215260725","0.29059807215260725","0.29059807215260725","0.19946507375939665","0.19946507375939665","0.19946507375939665","0.2509355881681152","0.2509355881681152","0.2509355881681152"
"280","0.24170247640923037","0.24170247640923037","0.24170247640923037","0.21219833310927844","0.21219833310927844","0.21219833310927844","0.2939675823193847","0.2939675823193847","0.2939675823193847","0.21207041111267047","0.21207041111267047","0.21207041111267047","0.29059807215260725","0.29059807215260725","0.29059807215260725","0.19946507375939665","0.19946507375939665","0.19946507375939665","0.2509355881681152","0.2509355881681152","0.2509355881681152"
"290","0.24170247640923037","0.24170247640923037","0.24170247640923037","0.21153626062061293","0.21153626062061293","0.21153626062061293","0.2939675823193847","0.2939675823193847","0.2939675823193847","0.21207041111267047","0.21207041111267047","0.21207041111267047","0.2698410669988496","0.2698410669988496","0.2698410669988496","0.19946507375939665","0.19946507375939665","0.19946507375939665","0.2509355881681152","0.2509355881681152","0.2509355881681152"
"300","0.20451748003857956","0.20451748003857956","0.20451748003857956","0.21153626062061293","0.21153626062061293","0.21153626062061293","0.26724325665398607","0.26724325665398607","0.26724325665398607","0.21207041111267047","0.21207041111267047","0.21207041111267047","0.2698410669988496","0.2698410669988496","0.2698410669988496","0.19946507375939665","0.19946507375939665","0.19946507375939665","0.3093498509292809","0.3093498509292809","0.3093498509292809"
"310","0.20451748003857956","0.20451748003857956","0.20451748003857956","0.19038263455855162","0.19038263455855162","0.19038263455855162","0.26724325665398607","0.26724325665398607","0.26724325665398607","0.19086337000140344","0.19086337000140344","0.19086337000140344","0.2698410669988496","0.2698410669988496","0.2698410669988496","0.17951856638345698","0.17951856638345698","0.17951856638345698","0.3093498509292809","0.3093498509292809","0.3093498509292809"
"320","0.20451748003857956","0.20451748003857956","0.20451748003857956","0.19038263455855162","0.19038263455855162","0.19038263455855162","0.26724325665398607","0.26724325665398607","0.26724325665398607","0.19086337000140344","0.19086337000140344","0.19086337000140344","0.2698410669988496","0.2698410669988496","0.2698410669988496","0.17951856638345698","0.17951856638345698","0.17951856638345698","0.3093498509292809","0.3093498509292809","0.3093498509292809"
"330","0.17724848270010227","0.17724848270010227","0.17724848270010227","0.1981177178630669","0.1981177178630669","0.1981177178630669","0.26724325665398607","0.26724325665398607","0.26724325665398607","0.19086337000140344","0.19086337000140344","0.19086337000140344","0.2518516625322596","0.2518516625322596","0.2518516625322596","0.17951856638345698","0.17951856638345698","0.17951856638345698","0.3093498509292809","0.3093498509292809","0.3093498509292809"
"340","0.17724848270010227","0.17724848270010227","0.17724848270010227","0.1981177178630669","0.1981177178630669","0.1981177178630669","0.24497298526615388","0.24497298526615388","0.24497298526615388","0.19086337000140344","0.19086337000140344","0.19086337000140344","0.23611093362399335","0.23611093362399335","0.23611093362399335","0.17951856638345698","0.17951856638345698","0.17951856638345698","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"350","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.1981177178630669","0.1981177178630669","0.1981177178630669","0.24497298526615388","0.24497298526615388","0.24497298526615388","0.18933610055388883","0.18933610055388883","0.18933610055388883","0.23611093362399335","0.23611093362399335","0.23611093362399335","0.17951856638345698","0.17951856638345698","0.17951856638345698","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"360","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.1981177178630669","0.1981177178630669","0.1981177178630669","0.24497298526615388","0.24497298526615388","0.24497298526615388","0.1735580921743981","0.1735580921743981","0.1735580921743981","0.23611093362399335","0.23611093362399335","0.23611093362399335","0.17951856638345698","0.17951856638345698","0.17951856638345698","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"370","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.1981177178630669","0.1981177178630669","0.1981177178630669","0.24497298526615388","0.24497298526615388","0.24497298526615388","0.1735580921743981","0.1735580921743981","0.1735580921743981","0.23611093362399335","0.23611093362399335","0.23611093362399335","0.18668599289145602","0.18668599289145602","0.18668599289145602","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"380","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.18160790804114466","0.18160790804114466","0.18160790804114466","0.24497298526615388","0.24497298526615388","0.24497298526615388","0.1602074696994444","0.1602074696994444","0.1602074696994444","0.25730860899929847","0.25730860899929847","0.25730860899929847","0.171128826817168","0.171128826817168","0.171128826817168","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"390","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.18160790804114466","0.18160790804114466","0.18160790804114466","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.1602074696994444","0.1602074696994444","0.1602074696994444","0.24301368627711525","0.24301368627711525","0.24301368627711525","0.171128826817168","0.171128826817168","0.171128826817168","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"400","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.18160790804114466","0.18160790804114466","0.18160790804114466","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.1602074696994444","0.1602074696994444","0.1602074696994444","0.24301368627711525","0.24301368627711525","0.24301368627711525","0.171128826817168","0.171128826817168","0.171128826817168","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"410","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.18160790804114466","0.18160790804114466","0.18160790804114466","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.1602074696994444","0.1602074696994444","0.1602074696994444","0.24301368627711525","0.24301368627711525","0.24301368627711525","0.171128826817168","0.171128826817168","0.171128826817168","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"420","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.21469457029194064","0.21469457029194064","0.21469457029194064","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.1602074696994444","0.1602074696994444","0.1602074696994444","0.24301368627711525","0.24301368627711525","0.24301368627711525","0.16947729785520416","0.16947729785520416","0.16947729785520416","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"430","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.21469457029194064","0.21469457029194064","0.21469457029194064","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.1602074696994444","0.1602074696994444","0.1602074696994444","0.24301368627711525","0.24301368627711525","0.24301368627711525","0.16947729785520416","0.16947729785520416","0.16947729785520416","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"440","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.21469457029194064","0.21469457029194064","0.21469457029194064","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.1602074696994444","0.1602074696994444","0.1602074696994444","0.23022349226253025","0.23022349226253025","0.23022349226253025","0.16947729785520416","0.16947729785520416","0.16947729785520416","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"450","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.21469457029194064","0.21469457029194064","0.21469457029194064","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.1602074696994444","0.1602074696994444","0.1602074696994444","0.23022349226253025","0.23022349226253025","0.23022349226253025","0.16947729785520416","0.16947729785520416","0.16947729785520416","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"460","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.1993592438425163","0.1993592438425163","0.1993592438425163","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.1602074696994444","0.1602074696994444","0.1602074696994444","0.23022349226253025","0.23022349226253025","0.23022349226253025","0.16947729785520416","0.16947729785520416","0.16947729785520416","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"470","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.1993592438425163","0.1993592438425163","0.1993592438425163","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.14876407900662694","0.14876407900662694","0.14876407900662694","0.23022349226253025","0.23022349226253025","0.23022349226253025","0.16947729785520416","0.16947729785520416","0.16947729785520416","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"480","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.18606862758634854","0.18606862758634854","0.18606862758634854","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.14876407900662694","0.14876407900662694","0.14876407900662694","0.23022349226253025","0.23022349226253025","0.23022349226253025","0.16947729785520416","0.16947729785520416","0.16947729785520416","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"490","0.1962246253279396","0.1962246253279396","0.1962246253279396","0.18606862758634854","0.18606862758634854","0.18606862758634854","0.24440908882268472","0.24440908882268472","0.24440908882268472","0.14876407900662694","0.14876407900662694","0.14876407900662694","0.23022349226253025","0.23022349226253025","0.23022349226253025","0.16947729785520416","0.16947729785520416","0.16947729785520416","0.30629366919173234","0.30629366919173234","0.30629366919173234"
"500","0.1969212821557303","0.1969212821557303","0.1969212821557303","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.2036742406855706","0.2036742406855706","0.2036742406855706","0.12251159447604572","0.12251159447604572","0.12251159447604572","0.2464899929971736","0.2464899929971736","0.2464899929971736","0.15737177657983242","0.15737177657983242","0.15737177657983242","0.22429730763724856","0.22429730763724856","0.22429730763724856"
"510","0.1969212821557303","0.1969212821557303","0.1969212821557303","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.1929545438073827","0.1929545438073827","0.1929545438073827","0.12251159447604572","0.12251159447604572","0.12251159447604572","0.2464899929971736","0.2464899929971736","0.2464899929971736","0.15737177657983242","0.15737177657983242","0.15737177657983242","0.22429730763724856","0.22429730763724856","0.22429730763724856"
"520","0.20671820325519677","0.20671820325519677","0.20671820325519677","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.1929545438073827","0.1929545438073827","0.1929545438073827","0.13518728581371453","0.13518728581371453","0.13518728581371453","0.24179112984762144","0.24179112984762144","0.24179112984762144","0.1577888908077286","0.1577888908077286","0.1577888908077286","0.22429730763724856","0.22429730763724856","0.22429730763724856"
"530","0.20671820325519677","0.20671820325519677","0.20671820325519677","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.1929545438073827","0.1929545438073827","0.1929545438073827","0.13518728581371453","0.13518728581371453","0.13518728581371453","0.2321194846537166","0.2321194846537166","0.2321194846537166","0.1577888908077286","0.1577888908077286","0.1577888908077286","0.26207402733231017","0.26207402733231017","0.26207402733231017"
"540","0.20671820325519677","0.20671820325519677","0.20671820325519677","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.18330681661701356","0.18330681661701356","0.18330681661701356","0.13518728581371453","0.13518728581371453","0.13518728581371453","0.2321194846537166","0.2321194846537166","0.2321194846537166","0.1577888908077286","0.1577888908077286","0.1577888908077286","0.30105437418139874","0.30105437418139874","0.30105437418139874"
"550","0.20671820325519677","0.20671820325519677","0.20671820325519677","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.18330681661701356","0.18330681661701356","0.18330681661701356","0.13518728581371453","0.13518728581371453","0.13518728581371453","0.2321194846537166","0.2321194846537166","0.2321194846537166","0.1577888908077286","0.1577888908077286","0.1577888908077286","0.28223847579506134","0.28223847579506134","0.28223847579506134"
"560","0.25290253025670983","0.25290253025670983","0.25290253025670983","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.18330681661701356","0.18330681661701356","0.18330681661701356","0.13518728581371453","0.13518728581371453","0.13518728581371453","0.22319181216703518","0.22319181216703518","0.22319181216703518","0.1577888908077286","0.1577888908077286","0.1577888908077286","0.28223847579506134","0.28223847579506134","0.28223847579506134"
"570","0.25290253025670983","0.25290253025670983","0.25290253025670983","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.18330681661701356","0.18330681661701356","0.18330681661701356","0.13518728581371453","0.13518728581371453","0.13518728581371453","0.22319181216703518","0.22319181216703518","0.22319181216703518","0.1577888908077286","0.1577888908077286","0.1577888908077286","0.2656362125129989","0.2656362125129989","0.2656362125129989"
"580","0.25290253025670983","0.25290253025670983","0.25290253025670983","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.18330681661701356","0.18330681661701356","0.18330681661701356","0.13518728581371453","0.13518728581371453","0.13518728581371453","0.2377134891366696","0.2377134891366696","0.2377134891366696","0.1577888908077286","0.1577888908077286","0.1577888908077286","0.2943718018288215","0.2943718018288215","0.2943718018288215"
"590","0.25290253025670983","0.25290253025670983","0.25290253025670983","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17457792058763197","0.17457792058763197","0.17457792058763197","0.12807216550772954","0.12807216550772954","0.12807216550772954","0.2377134891366696","0.2377134891366696","0.2377134891366696","0.1577888908077286","0.1577888908077286","0.1577888908077286","0.2943718018288215","0.2943718018288215","0.2943718018288215"
"600","0.25290253025670983","0.25290253025670983","0.25290253025670983","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17457792058763197","0.17457792058763197","0.17457792058763197","0.12807216550772954","0.12807216550772954","0.12807216550772954","0.2377134891366696","0.2377134891366696","0.2377134891366696","0.1577888908077286","0.1577888908077286","0.1577888908077286","0.27887854910098886","0.27887854910098886","0.27887854910098886"
"610","0.25290253025670983","0.25290253025670983","0.25290253025670983","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17457792058763197","0.17457792058763197","0.17457792058763197","0.12807216550772954","0.12807216550772954","0.12807216550772954","0.23033103439148037","0.23033103439148037","0.23033103439148037","0.14792708513224553","0.14792708513224553","0.14792708513224553","0.27887854910098886","0.27887854910098886","0.27887854910098886"
"620","0.27278134113309327","0.27278134113309327","0.27278134113309327","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17852366949807674","0.17852366949807674","0.17852366949807674","0.12807216550772954","0.12807216550772954","0.12807216550772954","0.23033103439148037","0.23033103439148037","0.23033103439148037","0.14792708513224553","0.14792708513224553","0.14792708513224553","0.2764427471502368","0.2764427471502368","0.2764427471502368"
"630","0.27278134113309327","0.27278134113309327","0.27278134113309327","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17852366949807674","0.17852366949807674","0.17852366949807674","0.12807216550772954","0.12807216550772954","0.12807216550772954","0.22265333324509767","0.22265333324509767","0.22265333324509767","0.14792708513224553","0.14792708513224553","0.14792708513224553","0.2764427471502368","0.2764427471502368","0.2764427471502368"
"640","0.27278134113309327","0.27278134113309327","0.27278134113309327","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17852366949807674","0.17852366949807674","0.17852366949807674","0.12807216550772954","0.12807216550772954","0.12807216550772954","0.22265333324509767","0.22265333324509767","0.22265333324509767","0.14792708513224553","0.14792708513224553","0.14792708513224553","0.2764427471502368","0.2764427471502368","0.2764427471502368"
"650","0.26228975108951275","0.26228975108951275","0.26228975108951275","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17852366949807674","0.17852366949807674","0.17852366949807674","0.12807216550772954","0.12807216550772954","0.12807216550772954","0.2273050649655417","0.2273050649655417","0.2273050649655417","0.14792708513224553","0.14792708513224553","0.14792708513224553","0.2632788068097494","0.2632788068097494","0.2632788068097494"
"660","0.26228975108951275","0.26228975108951275","0.26228975108951275","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17852366949807674","0.17852366949807674","0.17852366949807674","0.14242417507994898","0.14242417507994898","0.14242417507994898","0.23820298826163036","0.23820298826163036","0.23820298826163036","0.14792708513224553","0.14792708513224553","0.14792708513224553","0.25131158831839717","0.25131158831839717","0.25131158831839717"
"670","0.26228975108951275","0.26228975108951275","0.26228975108951275","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17852366949807674","0.17852366949807674","0.17852366949807674","0.14242417507994898","0.14242417507994898","0.14242417507994898","0.23820298826163036","0.23820298826163036","0.23820298826163036","0.14792708513224553","0.14792708513224553","0.14792708513224553","0.24038499752194512","0.24038499752194512","0.24038499752194512"
"680","0.2743739152890197","0.2743739152890197","0.2743739152890197","0.17443933836220177","0.17443933836220177","0.17443933836220177","0.17852366949807674","0.17852366949807674","0.17852366949807674","0.14242417507994898","0.14242417507994898","0.14242417507994898","0.23820298826163036","0.23820298826163036","0.23820298826163036","0.1392254918891723","0.1392254918891723","0.1392254918891723","0.24038499752194512","0.24038499752194512","0.24038499752194512"
"690","0.2887417320930351","0.2887417320930351","0.2887417320930351","0.16417820081148402","0.16417820081148402","0.16417820081148402","0.1919397949295635","0.1919397949295635","0.1919397949295635","0.14242417507994898","0.14242417507994898","0.14242417507994898","0.23820298826163036","0.23820298826163036","0.23820298826163036","0.1392254918891723","0.1392254918891723","0.1392254918891723","0.24038499752194512","0.24038499752194512","0.24038499752194512"
"700","0.2887417320930351","0.2887417320930351","0.2887417320930351","0.16417820081148402","0.16417820081148402","0.16417820081148402","0.1919397949295635","0.1919397949295635","0.1919397949295635","0.14242417507994898","0.14242417507994898","0.14242417507994898","0.2521116816030474","0.2521116816030474","0.2521116816030474","0.1392254918891723","0.1392254918891723","0.1392254918891723","0.24038499752194512","0.24038499752194512","0.24038499752194512"
"710","0.2791170076899339","0.2791170076899339","0.2791170076899339","0.16642342714769012","0.16642342714769012","0.16642342714769012","0.1919397949295635","0.1919397949295635","0.1919397949295635","0.14242417507994898","0.14242417507994898","0.14242417507994898","0.2521116816030474","0.2521116816030474","0.2521116816030474","0.1392254918891723","0.1392254918891723","0.1392254918891723","0.24038499752194512","0.24038499752194512","0.24038499752194512"
"720","0.28996088224465766","0.28996088224465766","0.28996088224465766","0.16642342714769012","0.16642342714769012","0.16642342714769012","0.1919397949295635","0.1919397949295635","0.1919397949295635","0.15353111623976456","0.15353111623976456","0.15353111623976456","0.2521116816030474","0.2521116816030474","0.2521116816030474","0.1392254918891723","0.1392254918891723","0.1392254918891723","0.24038499752194512","0.24038499752194512","0.24038499752194512"
"730","0.28996088224465766","0.28996088224465766","0.28996088224465766","0.16642342714769012","0.16642342714769012","0.16642342714769012","0.1919397949295635","0.1919397949295635","0.1919397949295635","0.18213136532515095","0.18213136532515095","0.18213136532515095","0.2521116816030474","0.2521116816030474","0.2521116816030474","0.17497610879078854","0.17497610879078854","0.17497610879078854","0.24038499752194512","0.24038499752194512","0.24038499752194512"
