"Step","llm_v4_direct_select_pos_1 - total_dist","llm_v4_direct_select_pos_1 - total_dist__MIN","llm_v4_direct_select_pos_1 - total_dist__MAX","llm_v3_pos_neg_dst - total_dist","llm_v3_pos_neg_dst - total_dist__MIN","llm_v3_pos_neg_dst - total_dist__MAX","fbe_baseline - total_dist","fbe_baseline - total_dist__MIN","fbe_baseline - total_dist__MAX","llm_v2_pos_cot - total_dist","llm_v2_pos_cot - total_dist__MIN","llm_v2_pos_cot - total_dist__MAX","l3mvn_baseline_local_step_15 - total_dist","l3mvn_baseline_local_step_15 - total_dist__MIN","l3mvn_baseline_local_step_15 - total_dist__MAX","llm_v1_no_cot_local_step_15 - total_dist","llm_v1_no_cot_local_step_15 - total_dist__MIN","llm_v1_no_cot_local_step_15 - total_dist__MAX","sem_exp_baseline - total_dist","sem_exp_baseline - total_dist__MIN","sem_exp_baseline - total_dist__MAX"
"100","0.09386931359767914","0.09386931359767914","0.09386931359767914","0.1355561912059784","0.1355561912059784","0.1355561912059784","0.12095256894826889","0.12095256894826889","0.12095256894826889","0.11868626127640407","0.11868626127640407","0.11868626127640407","0.714977762196213","0.714977762196213","0.714977762196213","0.11957376698652904","0.11957376698652904","0.11957376698652904","0.10442055389285088","0.10442055389285088","0.10442055389285088"
"110","0.10866878554224968","0.10866878554224968","0.10866878554224968","0.1355561912059784","0.1355561912059784","0.1355561912059784","0.12095256894826889","0.12095256894826889","0.12095256894826889","0.11868626127640407","0.11868626127640407","0.11868626127640407","0.6025956500321626","0.6025956500321626","0.6025956500321626","0.11957376698652904","0.11957376698652904","0.11957376698652904","0.10442055389285088","0.10442055389285088","0.10442055389285088"
"120","0.10026561617851257","0.10026561617851257","0.10026561617851257","0.1355561912059784","0.1355561912059784","0.1355561912059784","0.09609870985150337","0.09609870985150337","0.09609870985150337","0.11868626127640407","0.11868626127640407","0.11868626127640407","0.6025956500321626","0.6025956500321626","0.6025956500321626","0.11957376698652904","0.11957376698652904","0.11957376698652904","0.10442055389285088","0.10442055389285088","0.10442055389285088"
"130","0.10026561617851257","0.10026561617851257","0.10026561617851257","0.11061820387840271","0.11061820387840271","0.11061820387840271","0.09609870985150337","0.09609870985150337","0.09609870985150337","0.10420025326311588","0.10420025326311588","0.10420025326311588","0.5191953793788949","0.5191953793788949","0.5191953793788949","0.10486588254570961","0.10486588254570961","0.10486588254570961","0.10442055389285088","0.10442055389285088","0.10442055389285088"
"140","0.09564440883696079","0.09564440883696079","0.09564440883696079","0.1098780632019043","0.1098780632019043","0.1098780632019043","0.08385164383798838","0.08385164383798838","0.08385164383798838","0.10420025326311588","0.10420025326311588","0.10420025326311588","0.5191953793788949","0.5191953793788949","0.5191953793788949","0.10486588254570961","0.10486588254570961","0.10486588254570961","0.10442055389285088","0.10442055389285088","0.10442055389285088"
"150","0.09564440883696079","0.09564440883696079","0.09564440883696079","0.1098780632019043","0.1098780632019043","0.1098780632019043","0.08385164383798838","0.08385164383798838","0.08385164383798838","0.10420025326311588","0.10420025326311588","0.10420025326311588","0.4169651234988123","0.4169651234988123","0.4169651234988123","0.10486588254570961","0.10486588254570961","0.10486588254570961","0.11618947330862284","0.11618947330862284","0.11618947330862284"
"160","0.09564440883696079","0.09564440883696079","0.09564440883696079","0.1098780632019043","0.1098780632019043","0.1098780632019043","0.08385164383798838","0.08385164383798838","0.08385164383798838","0.11361852437257766","0.11361852437257766","0.11361852437257766","0.4169651234988123","0.4169651234988123","0.4169651234988123","0.11415102779865265","0.11415102779865265","0.11415102779865265","0.11618947330862284","0.11618947330862284","0.11618947330862284"
"170","0.09564440883696079","0.09564440883696079","0.09564440883696079","0.1098780632019043","0.1098780632019043","0.1098780632019043","0.08385164383798838","0.08385164383798838","0.08385164383798838","0.11361852437257766","0.11361852437257766","0.11361852437257766","0.3795169527745909","0.3795169527745909","0.3795169527745909","0.1206018403172493","0.1206018403172493","0.1206018403172493","0.11618947330862284","0.11618947330862284","0.11618947330862284"
"180","0.09564440883696079","0.09564440883696079","0.09564440883696079","0.1098780632019043","0.1098780632019043","0.1098780632019043","0.08385164383798838","0.08385164383798838","0.08385164383798838","0.11361852437257766","0.11361852437257766","0.11361852437257766","0.3795169527745909","0.3795169527745909","0.3795169527745909","0.1206018403172493","0.1206018403172493","0.1206018403172493","0.13009737506508828","0.13009737506508828","0.13009737506508828"
"190","0.08835215287076102","0.08835215287076102","0.08835215287076102","0.1098780632019043","0.1098780632019043","0.1098780632019043","0.07576483168772288","0.07576483168772288","0.07576483168772288","0.11361852437257766","0.11361852437257766","0.11361852437257766","0.3795169527745909","0.3795169527745909","0.3795169527745909","0.1206018403172493","0.1206018403172493","0.1206018403172493","0.13009737506508828","0.13009737506508828","0.13009737506508828"
"200","0.08835215287076102","0.08835215287076102","0.08835215287076102","0.09242567308247089","0.09242567308247089","0.09242567308247089","0.08515532966703176","0.08515532966703176","0.08515532966703176","0.11361852437257766","0.11361852437257766","0.11361852437257766","0.3795169527745909","0.3795169527745909","0.3795169527745909","0.1206018403172493","0.1206018403172493","0.1206018403172493","0.13009737506508828","0.13009737506508828","0.13009737506508828"
"210","0.08835215287076102","0.08835215287076102","0.08835215287076102","0.08140609289209048","0.08140609289209048","0.08140609289209048","0.08515532966703176","0.08515532966703176","0.08515532966703176","0.09906680230051279","0.09906680230051279","0.09906680230051279","0.34721661191433667","0.34721661191433667","0.34721661191433667","0.10713131912052631","0.10713131912052631","0.10713131912052631","0.13009737506508828","0.13009737506508828","0.13009737506508828"
"220","0.08078352762386203","0.08078352762386203","0.08078352762386203","0.08140609289209048","0.08140609289209048","0.08140609289209048","0.08014103356334898","0.08014103356334898","0.08014103356334898","0.09124237272356238","0.09124237272356238","0.09124237272356238","0.34721661191433667","0.34721661191433667","0.34721661191433667","0.09927687863819301","0.09927687863819301","0.09927687863819301","0.13009737506508828","0.13009737506508828","0.13009737506508828"
"230","0.08078352762386203","0.08078352762386203","0.08078352762386203","0.08140609289209048","0.08140609289209048","0.08140609289209048","0.08014103356334898","0.08014103356334898","0.08014103356334898","0.09124237272356238","0.09124237272356238","0.09124237272356238","0.34721661191433667","0.34721661191433667","0.34721661191433667","0.09927687863819301","0.09927687863819301","0.09927687863819301","0.13009737506508828","0.13009737506508828","0.13009737506508828"
"240","0.08078352762386203","0.08078352762386203","0.08078352762386203","0.08140609289209048","0.08140609289209048","0.08140609289209048","0.08014103356334898","0.08014103356334898","0.08014103356334898","0.09937082952819765","0.09937082952819765","0.09937082952819765","0.2983710519038141","0.2983710519038141","0.2983710519038141","0.09927687863819301","0.09927687863819301","0.09927687863819301","0.13009737506508828","0.13009737506508828","0.13009737506508828"
"250","0.08790025343610482","0.08790025343610482","0.08790025343610482","0.08140609289209048","0.08140609289209048","0.08140609289209048","0.08014103356334898","0.08014103356334898","0.08014103356334898","0.09937082952819765","0.09937082952819765","0.09937082952819765","0.2983710519038141","0.2983710519038141","0.2983710519038141","0.10547206033435133","0.10547206033435133","0.10547206033435133","0.1138007181386153","0.1138007181386153","0.1138007181386153"
"260","0.08790025343610482","0.08790025343610482","0.08790025343610482","0.07439358904957771","0.07439358904957771","0.07439358904957771","0.08014103356334898","0.08014103356334898","0.08014103356334898","0.09937082952819765","0.09937082952819765","0.09937082952819765","0.2872446925880817","0.2872446925880817","0.2872446925880817","0.10547206033435133","0.10547206033435133","0.10547206033435133","0.1138007181386153","0.1138007181386153","0.1138007181386153"
"270","0.08790025343610482","0.08790025343610482","0.08790025343610482","0.07860355405136943","0.07860355405136943","0.07860355405136943","0.08238007873296738","0.08238007873296738","0.08238007873296738","0.09972201349834602","0.09972201349834602","0.09972201349834602","0.2872446925880817","0.2872446925880817","0.2872446925880817","0.10547206033435133","0.10547206033435133","0.10547206033435133","0.1138007181386153","0.1138007181386153","0.1138007181386153"
"280","0.08790025343610482","0.08790025343610482","0.08790025343610482","0.07860355405136943","0.07860355405136943","0.07860355405136943","0.08238007873296738","0.08238007873296738","0.08238007873296738","0.09972201349834602","0.09972201349834602","0.09972201349834602","0.2872446925880817","0.2872446925880817","0.2872446925880817","0.10547206033435133","0.10547206033435133","0.10547206033435133","0.1138007181386153","0.1138007181386153","0.1138007181386153"
"290","0.08790025343610482","0.08790025343610482","0.08790025343610482","0.07657568943169382","0.07657568943169382","0.07657568943169382","0.08238007873296738","0.08238007873296738","0.08238007873296738","0.09972201349834602","0.09972201349834602","0.09972201349834602","0.2854980519041419","0.2854980519041419","0.2854980519041419","0.10547206033435133","0.10547206033435133","0.10547206033435133","0.1138007181386153","0.1138007181386153","0.1138007181386153"
"300","0.09044090679918344","0.09044090679918344","0.09044090679918344","0.07657568943169382","0.07657568943169382","0.07657568943169382","0.08458433842117136","0.08458433842117136","0.08458433842117136","0.09972201349834602","0.09972201349834602","0.09972201349834602","0.2854980519041419","0.2854980519041419","0.2854980519041419","0.10547206033435133","0.10547206033435133","0.10547206033435133","0.10040514836353916","0.10040514836353916","0.10040514836353916"
"310","0.09044090679918344","0.09044090679918344","0.09044090679918344","0.07958081401884556","0.07958081401884556","0.07958081401884556","0.08458433842117136","0.08458433842117136","0.08458433842117136","0.10041250567883253","0.10041250567883253","0.10041250567883253","0.2854980519041419","0.2854980519041419","0.2854980519041419","0.10558754783123732","0.10558754783123732","0.10558754783123732","0.10040514836353916","0.10040514836353916","0.10040514836353916"
"320","0.09044090679918344","0.09044090679918344","0.09044090679918344","0.07958081401884556","0.07958081401884556","0.07958081401884556","0.08458433842117136","0.08458433842117136","0.08458433842117136","0.10041250567883253","0.10041250567883253","0.10041250567883253","0.2854980519041419","0.2854980519041419","0.2854980519041419","0.10558754783123732","0.10558754783123732","0.10558754783123732","0.10040514836353916","0.10040514836353916","0.10040514836353916"
"330","0.12733320463448763","0.12733320463448763","0.12733320463448763","0.07586770606311885","0.07586770606311885","0.07586770606311885","0.08458433842117136","0.08458433842117136","0.08458433842117136","0.10041250567883253","0.10041250567883253","0.10041250567883253","0.27338604542116324","0.27338604542116324","0.27338604542116324","0.10558754783123732","0.10558754783123732","0.10558754783123732","0.10040514836353916","0.10040514836353916","0.10040514836353916"
"340","0.12733320463448763","0.12733320463448763","0.12733320463448763","0.07586770606311885","0.07586770606311885","0.07586770606311885","0.0902723427861929","0.0902723427861929","0.0902723427861929","0.10041250567883253","0.10041250567883253","0.10041250567883253","0.2627948267618194","0.2627948267618194","0.2627948267618194","0.10558754783123732","0.10558754783123732","0.10558754783123732","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"350","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.07586770606311885","0.07586770606311885","0.07586770606311885","0.0902723427861929","0.0902723427861929","0.0902723427861929","0.09625469503754919","0.09625469503754919","0.09625469503754919","0.2627948267618194","0.2627948267618194","0.2627948267618194","0.10558754783123732","0.10558754783123732","0.10558754783123732","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"360","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.07586770606311885","0.07586770606311885","0.07586770606311885","0.0902723427861929","0.0902723427861929","0.0902723427861929","0.10080090118572116","0.10080090118572116","0.10080090118572116","0.2627948267618194","0.2627948267618194","0.2627948267618194","0.10558754783123732","0.10558754783123732","0.10558754783123732","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"370","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.07586770606311885","0.07586770606311885","0.07586770606311885","0.0902723427861929","0.0902723427861929","0.0902723427861929","0.10080090118572116","0.10080090118572116","0.10080090118572116","0.2627948267618194","0.2627948267618194","0.2627948267618194","0.10004846768623049","0.10004846768623049","0.10004846768623049","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"380","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.08221309787283342","0.08221309787283342","0.08221309787283342","0.0902723427861929","0.0902723427861929","0.0902723427861929","0.1014157345948311","0.1014157345948311","0.1014157345948311","0.2482777832842925","0.2482777832842925","0.2482777832842925","0.10062568277741472","0.10062568277741472","0.10062568277741472","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"390","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.08221309787283342","0.08221309787283342","0.08221309787283342","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.1014157345948311","0.1014157345948311","0.1014157345948311","0.242936496829821","0.242936496829821","0.242936496829821","0.10062568277741472","0.10062568277741472","0.10062568277741472","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"400","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.08221309787283342","0.08221309787283342","0.08221309787283342","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.1014157345948311","0.1014157345948311","0.1014157345948311","0.242936496829821","0.242936496829821","0.242936496829821","0.10062568277741472","0.10062568277741472","0.10062568277741472","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"410","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.08221309787283342","0.08221309787283342","0.08221309787283342","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.1014157345948311","0.1014157345948311","0.1014157345948311","0.242936496829821","0.242936496829821","0.242936496829821","0.10062568277741472","0.10062568277741472","0.10062568277741472","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"420","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.0787064885863891","0.0787064885863891","0.0787064885863891","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.1014157345948311","0.1014157345948311","0.1014157345948311","0.242936496829821","0.242936496829821","0.242936496829821","0.09678489729188956","0.09678489729188956","0.09678489729188956","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"430","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.0787064885863891","0.0787064885863891","0.0787064885863891","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.1014157345948311","0.1014157345948311","0.1014157345948311","0.242936496829821","0.242936496829821","0.242936496829821","0.09678489729188956","0.09678489729188956","0.09678489729188956","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"440","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.0787064885863891","0.0787064885863891","0.0787064885863891","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.1014157345948311","0.1014157345948311","0.1014157345948311","0.2382960232268823","0.2382960232268823","0.2382960232268823","0.09678489729188956","0.09678489729188956","0.09678489729188956","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"450","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.0787064885863891","0.0787064885863891","0.0787064885863891","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.1014157345948311","0.1014157345948311","0.1014157345948311","0.2382960232268823","0.2382960232268823","0.2382960232268823","0.09678489729188956","0.09678489729188956","0.09678489729188956","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"460","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.08031568995543889","0.08031568995543889","0.08031568995543889","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.1014157345948311","0.1014157345948311","0.1014157345948311","0.2382960232268823","0.2382960232268823","0.2382960232268823","0.09678489729188956","0.09678489729188956","0.09678489729188956","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"470","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.08031568995543889","0.08031568995543889","0.08031568995543889","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.10150822318558182","0.10150822318558182","0.10150822318558182","0.2382960232268823","0.2382960232268823","0.2382960232268823","0.09678489729188956","0.09678489729188956","0.09678489729188956","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"480","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.085259481271108","0.085259481271108","0.085259481271108","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.10150822318558182","0.10150822318558182","0.10150822318558182","0.2382960232268823","0.2382960232268823","0.2382960232268823","0.09678489729188956","0.09678489729188956","0.09678489729188956","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"490","0.1206821373609059","0.1206821373609059","0.1206821373609059","0.085259481271108","0.085259481271108","0.085259481271108","0.10184340278307596","0.10184340278307596","0.10184340278307596","0.10150822318558182","0.10150822318558182","0.10150822318558182","0.2382960232268823","0.2382960232268823","0.2382960232268823","0.09678489729188956","0.09678489729188956","0.09678489729188956","0.09301315969787538","0.09301315969787538","0.09301315969787538"
"500","0.359102882957086","0.359102882957086","0.359102882957086","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.7974365858568085","0.7974365858568085","0.7974365858568085","0.37156512160949845","0.37156512160949845","0.37156512160949845","0.3397077283866349","0.3397077283866349","0.3397077283866349","0.2857840174276914","0.2857840174276914","0.2857840174276914","0.9344266279099079","0.9344266279099079","0.9344266279099079"
"510","0.359102882957086","0.359102882957086","0.359102882957086","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.7612791437851755","0.7612791437851755","0.7612791437851755","0.37156512160949845","0.37156512160949845","0.37156512160949845","0.3397077283866349","0.3397077283866349","0.3397077283866349","0.2857840174276914","0.2857840174276914","0.2857840174276914","0.9344266279099079","0.9344266279099079","0.9344266279099079"
"520","0.34349407109298874","0.34349407109298874","0.34349407109298874","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.7612791437851755","0.7612791437851755","0.7612791437851755","0.3538545633976658","0.3538545633976658","0.3538545633976658","0.30743034921276075","0.30743034921276075","0.30743034921276075","0.26860735888282455","0.26860735888282455","0.26860735888282455","0.9344266279099079","0.9344266279099079","0.9344266279099079"
"530","0.34349407109298874","0.34349407109298874","0.34349407109298874","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.7612791437851755","0.7612791437851755","0.7612791437851755","0.3538545633976658","0.3538545633976658","0.3538545633976658","0.3139842116087675","0.3139842116087675","0.3139842116087675","0.26860735888282455","0.26860735888282455","0.26860735888282455","0.872866785818977","0.872866785818977","0.872866785818977"
"540","0.34349407109298874","0.34349407109298874","0.34349407109298874","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.748798280954361","0.748798280954361","0.748798280954361","0.3538545633976658","0.3538545633976658","0.3538545633976658","0.3139842116087675","0.3139842116087675","0.3139842116087675","0.26860735888282455","0.26860735888282455","0.26860735888282455","0.8167151087274154","0.8167151087274154","0.8167151087274154"
"550","0.34349407109298874","0.34349407109298874","0.34349407109298874","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.748798280954361","0.748798280954361","0.748798280954361","0.3538545633976658","0.3538545633976658","0.3538545633976658","0.3139842116087675","0.3139842116087675","0.3139842116087675","0.26860735888282455","0.26860735888282455","0.26860735888282455","0.8978718625148758","0.8978718625148758","0.8978718625148758"
"560","0.3174684444928299","0.3174684444928299","0.3174684444928299","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.748798280954361","0.748798280954361","0.748798280954361","0.3538545633976658","0.3538545633976658","0.3538545633976658","0.3078746370827922","0.3078746370827922","0.3078746370827922","0.26860735888282455","0.26860735888282455","0.26860735888282455","0.8978718625148758","0.8978718625148758","0.8978718625148758"
"570","0.3174684444928299","0.3174684444928299","0.3174684444928299","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.748798280954361","0.748798280954361","0.748798280954361","0.3538545633976658","0.3538545633976658","0.3538545633976658","0.3078746370827922","0.3078746370827922","0.3078746370827922","0.26860735888282455","0.26860735888282455","0.26860735888282455","1.0311880772385527","1.0311880772385527","1.0311880772385527"
"580","0.3174684444928299","0.3174684444928299","0.3174684444928299","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.748798280954361","0.748798280954361","0.748798280954361","0.3538545633976658","0.3538545633976658","0.3538545633976658","0.2979272779905134","0.2979272779905134","0.2979272779905134","0.26860735888282455","0.26860735888282455","0.26860735888282455","0.9761367331569394","0.9761367331569394","0.9761367331569394"
"590","0.3174684444928299","0.3174684444928299","0.3174684444928299","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.7204631020625433","0.7204631020625433","0.7204631020625433","0.3433232455465354","0.3433232455465354","0.3433232455465354","0.2979272779905134","0.2979272779905134","0.2979272779905134","0.26860735888282455","0.26860735888282455","0.26860735888282455","0.9761367331569394","0.9761367331569394","0.9761367331569394"
"600","0.3174684444928299","0.3174684444928299","0.3174684444928299","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.7204631020625433","0.7204631020625433","0.7204631020625433","0.3433232455465354","0.3433232455465354","0.3433232455465354","0.2979272779905134","0.2979272779905134","0.2979272779905134","0.26860735888282455","0.26860735888282455","0.26860735888282455","0.9302859485737587","0.9302859485737587","0.9302859485737587"
"610","0.3174684444928299","0.3174684444928299","0.3174684444928299","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.7204631020625433","0.7204631020625433","0.7204631020625433","0.3433232455465354","0.3433232455465354","0.3433232455465354","0.550475893734858","0.550475893734858","0.550475893734858","0.8073534637223929","0.8073534637223929","0.8073534637223929","0.9302859485737587","0.9302859485737587","0.9302859485737587"
"620","0.2952403986081481","0.2952403986081481","0.2952403986081481","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.6891329446807504","0.6891329446807504","0.6891329446807504","0.3433232455465354","0.3433232455465354","0.3433232455465354","0.550475893734858","0.550475893734858","0.550475893734858","0.8073534637223929","0.8073534637223929","0.8073534637223929","0.8855139571242034","0.8855139571242034","0.8855139571242034"
"630","0.2952403986081481","0.2952403986081481","0.2952403986081481","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.6891329446807504","0.6891329446807504","0.6891329446807504","0.3433232455465354","0.3433232455465354","0.3433232455465354","0.6190798286348581","0.6190798286348581","0.6190798286348581","0.8073534637223929","0.8073534637223929","0.8073534637223929","0.8855139571242034","0.8855139571242034","0.8855139571242034"
"640","0.2952403986081481","0.2952403986081481","0.2952403986081481","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.6891329446807504","0.6891329446807504","0.6891329446807504","0.3433232455465354","0.3433232455465354","0.3433232455465354","0.6190798286348581","0.6190798286348581","0.6190798286348581","0.8073534637223929","0.8073534637223929","0.8073534637223929","0.8855139571242034","0.8855139571242034","0.8855139571242034"
"650","0.38148210251417297","0.38148210251417297","0.38148210251417297","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.6891329446807504","0.6891329446807504","0.6891329446807504","0.3433232455465354","0.3433232455465354","0.3433232455465354","0.5857420872198418","0.5857420872198418","0.5857420872198418","0.8073534637223929","0.8073534637223929","0.8073534637223929","0.8809615475613446","0.8809615475613446","0.8809615475613446"
"660","0.38148210251417297","0.38148210251417297","0.38148210251417297","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.6891329446807504","0.6891329446807504","0.6891329446807504","0.32760287085548045","0.32760287085548045","0.32760287085548045","0.5687741330175689","0.5687741330175689","0.5687741330175689","0.8073534637223929","0.8073534637223929","0.8073534637223929","0.8457609749483791","0.8457609749483791","0.8457609749483791"
"670","0.38148210251417297","0.38148210251417297","0.38148210251417297","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.6891329446807504","0.6891329446807504","0.6891329446807504","0.32760287085548045","0.32760287085548045","0.32760287085548045","0.5687741330175689","0.5687741330175689","0.5687741330175689","0.8073534637223929","0.8073534637223929","0.8073534637223929","0.8136148218713377","0.8136148218713377","0.8136148218713377"
"680","0.3571187012629317","0.3571187012629317","0.3571187012629317","0.2666093371808529","0.2666093371808529","0.2666093371808529","0.6891329446807504","0.6891329446807504","0.6891329446807504","0.32760287085548045","0.32760287085548045","0.32760287085548045","0.5687741330175689","0.5687741330175689","0.5687741330175689","0.7658288380240693","0.7658288380240693","0.7658288380240693","0.8136148218713377","0.8136148218713377","0.8136148218713377"
"690","0.3465303923485094","0.3465303923485094","0.3465303923485094","0.2570621384417309","0.2570621384417309","0.2570621384417309","0.6608744601354651","0.6608744601354651","0.6608744601354651","0.32760287085548045","0.32760287085548045","0.32760287085548045","0.5687741330175689","0.5687741330175689","0.5687741330175689","0.7658288380240693","0.7658288380240693","0.7658288380240693","0.8136148218713377","0.8136148218713377","0.8136148218713377"
"700","0.3465303923485094","0.3465303923485094","0.3465303923485094","0.2570621384417309","0.2570621384417309","0.2570621384417309","0.6608744601354651","0.6608744601354651","0.6608744601354651","0.32760287085548045","0.32760287085548045","0.32760287085548045","0.5381225849368743","0.5381225849368743","0.5381225849368743","0.7658288380240693","0.7658288380240693","0.7658288380240693","0.8136148218713377","0.8136148218713377","0.8136148218713377"
