"Name","_wandb","total_spl"
"llm_v4_direct_select_pos_1","","0.2270618335649047"
"llm_v3_pos_neg_dst","","0.2181378067957039"
"fbe_baseline","","0.2068785410697747"
"llm_v2_pos_cot","","0.21105507520109312"
"l3mvn_baseline_local_step_15","","0.2174016520169376"
"llm_v1_no_cot_local_step_15","","0.21454900709097252"
"sem_exp_baseline","","0.18807602715961216"
