"Step","llm_v4_direct_select_pos_1 - total_success","llm_v4_direct_select_pos_1 - total_success__MIN","llm_v4_direct_select_pos_1 - total_success__MAX","llm_v3_pos_neg_dst - total_success","llm_v3_pos_neg_dst - total_success__MIN","llm_v3_pos_neg_dst - total_success__MAX","fbe_baseline - total_success","fbe_baseline - total_success__MIN","fbe_baseline - total_success__MAX","llm_v2_pos_cot - total_success","llm_v2_pos_cot - total_success__MIN","llm_v2_pos_cot - total_success__MAX","l3mvn_baseline_local_step_15 - total_success","l3mvn_baseline_local_step_15 - total_success__MIN","l3mvn_baseline_local_step_15 - total_success__MAX","llm_v1_no_cot_local_step_15 - total_success","llm_v1_no_cot_local_step_15 - total_success__MIN","llm_v1_no_cot_local_step_15 - total_success__MAX","sem_exp_baseline - total_success","sem_exp_baseline - total_success__MIN","sem_exp_baseline - total_success__MAX"
"6910","0.5382059800664452","0.5382059800664452","0.5382059800664452","0.5018181818181818","0.5018181818181818","0.5018181818181818","0.4734848484848485","0.4734848484848485","0.4734848484848485","0.47232472324723246","0.47232472324723246","0.47232472324723246","0.49393939393939396","0.49393939393939396","0.49393939393939396","0.5071428571428571","0.5071428571428571","0.5071428571428571","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"6920","0.5382059800664452","0.5382059800664452","0.5382059800664452","0.4981949458483754","0.4981949458483754","0.4981949458483754","0.4734848484848485","0.4734848484848485","0.4734848484848485","0.47232472324723246","0.47232472324723246","0.47232472324723246","0.49393939393939396","0.49393939393939396","0.49393939393939396","0.5071428571428571","0.5071428571428571","0.5071428571428571","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"6930","0.5397350993377483","0.5397350993377483","0.5397350993377483","0.4981949458483754","0.4981949458483754","0.4981949458483754","0.4734848484848485","0.4734848484848485","0.4734848484848485","0.4742647058823529","0.4742647058823529","0.4742647058823529","0.49393939393939396","0.49393939393939396","0.49393939393939396","0.505338078291815","0.505338078291815","0.505338078291815","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"6940","0.5397350993377483","0.5397350993377483","0.5397350993377483","0.49640287769784175","0.49640287769784175","0.49640287769784175","0.47191011235955055","0.47191011235955055","0.47191011235955055","0.4725274725274725","0.4725274725274725","0.4725274725274725","0.49393939393939396","0.49393939393939396","0.49393939393939396","0.505338078291815","0.505338078291815","0.505338078291815","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"6950","0.5397350993377483","0.5397350993377483","0.5397350993377483","0.4946236559139785","0.4946236559139785","0.4946236559139785","0.47191011235955055","0.47191011235955055","0.47191011235955055","0.4725274725274725","0.4725274725274725","0.4725274725274725","0.4939759036144578","0.4939759036144578","0.4939759036144578","0.505338078291815","0.505338078291815","0.505338078291815","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"6960","0.5397350993377483","0.5397350993377483","0.5397350993377483","0.4946236559139785","0.4946236559139785","0.4946236559139785","0.4721189591078067","0.4721189591078067","0.4721189591078067","0.4708029197080292","0.4708029197080292","0.4708029197080292","0.4954954954954955","0.4954954954954955","0.4954954954954955","0.505338078291815","0.505338078291815","0.505338078291815","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"6970","0.5379537953795379","0.5379537953795379","0.5379537953795379","0.4946236559139785","0.4946236559139785","0.4946236559139785","0.4721189591078067","0.4721189591078067","0.4721189591078067","0.4727272727272727","0.4727272727272727","0.4727272727272727","0.4954954954954955","0.4954954954954955","0.4954954954954955","0.505338078291815","0.505338078291815","0.505338078291815","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"6980","0.5361842105263158","0.5361842105263158","0.5361842105263158","0.49642857142857144","0.49642857142857144","0.49642857142857144","0.4721189591078067","0.4721189591078067","0.4721189591078067","0.4727272727272727","0.4727272727272727","0.4727272727272727","0.4954954954954955","0.4954954954954955","0.4954954954954955","0.508833922261484","0.508833922261484","0.508833922261484","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"6990","0.5361842105263158","0.5361842105263158","0.5361842105263158","0.49642857142857144","0.49642857142857144","0.49642857142857144","0.4721189591078067","0.4721189591078067","0.4721189591078067","0.4727272727272727","0.4727272727272727","0.4727272727272727","0.4954954954954955","0.4954954954954955","0.4954954954954955","0.5105633802816901","0.5105633802816901","0.5105633802816901","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"7000","0.5377049180327869","0.5377049180327869","0.5377049180327869","0.49642857142857144","0.49642857142857144","0.49642857142857144","0.47601476014760147","0.47601476014760147","0.47601476014760147","0.47101449275362317","0.47101449275362317","0.47101449275362317","0.49700598802395207","0.49700598802395207","0.49700598802395207","0.5087719298245614","0.5087719298245614","0.5087719298245614","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"7010","0.5392156862745098","0.5392156862745098","0.5392156862745098","0.49642857142857144","0.49642857142857144","0.49642857142857144","0.47601476014760147","0.47601476014760147","0.47601476014760147","0.4693140794223827","0.4693140794223827","0.4693140794223827","0.49700598802395207","0.49700598802395207","0.49700598802395207","0.5087719298245614","0.5087719298245614","0.5087719298245614","0.4083333333333333","0.4083333333333333","0.4083333333333333"
"7020","0.5392156862745098","0.5392156862745098","0.5392156862745098","0.498220640569395","0.498220640569395","0.498220640569395","0.47601476014760147","0.47601476014760147","0.47601476014760147","0.4712230215827338","0.4712230215827338","0.4712230215827338","0.4955223880597015","0.4955223880597015","0.4955223880597015","0.5104895104895105","0.5104895104895105","0.5104895104895105","0.4066390041493776","0.4066390041493776","0.4066390041493776"
"7030","0.5392156862745098","0.5392156862745098","0.5392156862745098","0.498220640569395","0.498220640569395","0.498220640569395","0.4742647058823529","0.4742647058823529","0.4742647058823529","0.4712230215827338","0.4712230215827338","0.4712230215827338","0.4955223880597015","0.4955223880597015","0.4955223880597015","0.5104895104895105","0.5104895104895105","0.5104895104895105","0.4066390041493776","0.4066390041493776","0.4066390041493776"
"7040","0.5407166123778502","0.5407166123778502","0.5407166123778502","0.498220640569395","0.498220640569395","0.498220640569395","0.4725274725274725","0.4725274725274725","0.4725274725274725","0.4712230215827338","0.4712230215827338","0.4712230215827338","0.4955223880597015","0.4955223880597015","0.4955223880597015","0.5104895104895105","0.5104895104895105","0.5104895104895105","0.4090909090909091","0.4090909090909091","0.4090909090909091"
"7050","0.5407166123778502","0.5407166123778502","0.5407166123778502","0.498220640569395","0.498220640569395","0.498220640569395","0.4727272727272727","0.4727272727272727","0.4727272727272727","0.4712230215827338","0.4712230215827338","0.4712230215827338","0.49702380952380953","0.49702380952380953","0.49702380952380953","0.5104895104895105","0.5104895104895105","0.5104895104895105","0.4090909090909091","0.4090909090909091","0.4090909090909091"
"7060","0.5407166123778502","0.5407166123778502","0.5407166123778502","0.498220640569395","0.498220640569395","0.498220640569395","0.47101449275362317","0.47101449275362317","0.47101449275362317","0.4712230215827338","0.4712230215827338","0.4712230215827338","0.49554896142433236","0.49554896142433236","0.49554896142433236","0.5104895104895105","0.5104895104895105","0.5104895104895105","0.4090909090909091","0.4090909090909091","0.4090909090909091"
"7070","0.5372168284789643","0.5372168284789643","0.5372168284789643","0.498220640569395","0.498220640569395","0.498220640569395","0.47101449275362317","0.47101449275362317","0.47101449275362317","0.4712230215827338","0.4712230215827338","0.4712230215827338","0.49262536873156343","0.49262536873156343","0.49262536873156343","0.5121951219512195","0.5121951219512195","0.5121951219512195","0.4090909090909091","0.4090909090909091","0.4090909090909091"
"7080","0.5369774919614148","0.5369774919614148","0.5369774919614148","0.498220640569395","0.498220640569395","0.498220640569395","0.47101449275362317","0.47101449275362317","0.47101449275362317","0.46953405017921146","0.46953405017921146","0.46953405017921146","0.49117647058823527","0.49117647058823527","0.49117647058823527","0.5121951219512195","0.5121951219512195","0.5121951219512195","0.411522633744856","0.411522633744856","0.411522633744856"
"7090","0.5384615384615384","0.5384615384615384","0.5384615384615384","0.498220640569395","0.498220640569395","0.498220640569395","0.47101449275362317","0.47101449275362317","0.47101449275362317","0.46953405017921146","0.46953405017921146","0.46953405017921146","0.49117647058823527","0.49117647058823527","0.49117647058823527","0.5121951219512195","0.5121951219512195","0.5121951219512195","0.411522633744856","0.411522633744856","0.411522633744856"
"7100","0.5399361022364217","0.5399361022364217","0.5399361022364217","0.5","0.5","0.5","0.4729241877256318","0.4729241877256318","0.4729241877256318","0.46953405017921146","0.46953405017921146","0.46953405017921146","0.49117647058823527","0.49117647058823527","0.49117647058823527","0.5121951219512195","0.5121951219512195","0.5121951219512195","0.411522633744856","0.411522633744856","0.411522633744856"
"7110","0.5399361022364217","0.5399361022364217","0.5399361022364217","0.5","0.5","0.5","0.4729241877256318","0.4729241877256318","0.4729241877256318","0.46953405017921146","0.46953405017921146","0.46953405017921146","0.4897360703812317","0.4897360703812317","0.4897360703812317","0.5121951219512195","0.5121951219512195","0.5121951219512195","0.4098360655737705","0.4098360655737705","0.4098360655737705"
"7120","0.5399361022364217","0.5399361022364217","0.5399361022364217","0.5","0.5","0.5","0.4712230215827338","0.4712230215827338","0.4712230215827338","0.46785714285714286","0.46785714285714286","0.46785714285714286","0.4897360703812317","0.4897360703812317","0.4897360703812317","0.5121951219512195","0.5121951219512195","0.5121951219512195","0.4098360655737705","0.4098360655737705","0.4098360655737705"
"7130","0.5382165605095541","0.5382165605095541","0.5382165605095541","0.5","0.5","0.5","0.4712230215827338","0.4712230215827338","0.4712230215827338","0.46785714285714286","0.46785714285714286","0.46785714285714286","0.49122807017543857","0.49122807017543857","0.49122807017543857","0.5104166666666666","0.5104166666666666","0.5104166666666666","0.4098360655737705","0.4098360655737705","0.4098360655737705"
"7140","0.5382165605095541","0.5382165605095541","0.5382165605095541","0.5","0.5","0.5","0.46953405017921146","0.46953405017921146","0.46953405017921146","0.46785714285714286","0.46785714285714286","0.46785714285714286","0.4897959183673469","0.4897959183673469","0.4897959183673469","0.5104166666666666","0.5104166666666666","0.5104166666666666","0.4122448979591837","0.4122448979591837","0.4122448979591837"
"7150","0.5396825396825397","0.5396825396825397","0.5396825396825397","0.5","0.5","0.5","0.46953405017921146","0.46953405017921146","0.46953405017921146","0.4697508896797153","0.4697508896797153","0.4697508896797153","0.4884393063583815","0.4884393063583815","0.4884393063583815","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.4089068825910931","0.4089068825910931","0.4089068825910931"
"7160","0.5411392405063291","0.5411392405063291","0.5411392405063291","0.5","0.5","0.5","0.46953405017921146","0.46953405017921146","0.46953405017921146","0.46808510638297873","0.46808510638297873","0.46808510638297873","0.4884393063583815","0.4884393063583815","0.4884393063583815","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.4089068825910931","0.4089068825910931","0.4089068825910931"
"7170","0.5411392405063291","0.5411392405063291","0.5411392405063291","0.5","0.5","0.5","0.46953405017921146","0.46953405017921146","0.46953405017921146","0.4664310954063604","0.4664310954063604","0.4664310954063604","0.4884393063583815","0.4884393063583815","0.4884393063583815","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.40725806451612906","0.40725806451612906","0.40725806451612906"
"7180","0.5394321766561514","0.5394321766561514","0.5394321766561514","0.5","0.5","0.5","0.46953405017921146","0.46953405017921146","0.46953405017921146","0.46830985915492956","0.46830985915492956","0.46830985915492956","0.4884393063583815","0.4884393063583815","0.4884393063583815","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.40963855421686746","0.40963855421686746","0.40963855421686746"
"7190","0.5408805031446541","0.5408805031446541","0.5408805031446541","0.4982456140350877","0.4982456140350877","0.4982456140350877","0.4714285714285714","0.4714285714285714","0.4714285714285714","0.46830985915492956","0.46830985915492956","0.46830985915492956","0.4884393063583815","0.4884393063583815","0.4884393063583815","0.5103448275862069","0.5103448275862069","0.5103448275862069","0.412","0.412","0.412"
"7200","0.5408805031446541","0.5408805031446541","0.5408805031446541","0.4982456140350877","0.4982456140350877","0.4982456140350877","0.4714285714285714","0.4714285714285714","0.4714285714285714","0.46830985915492956","0.46830985915492956","0.46830985915492956","0.48703170028818443","0.48703170028818443","0.48703170028818443","0.5103448275862069","0.5103448275862069","0.5103448275862069","0.412","0.412","0.412"
"7210","0.542319749216301","0.542319749216301","0.542319749216301","0.4982456140350877","0.4982456140350877","0.4982456140350877","0.4714285714285714","0.4714285714285714","0.4714285714285714","0.4666666666666667","0.4666666666666667","0.4666666666666667","0.48857142857142855","0.48857142857142855","0.48857142857142855","0.5103448275862069","0.5103448275862069","0.5103448275862069","0.412","0.412","0.412"
"7220","0.542319749216301","0.542319749216301","0.542319749216301","0.4982456140350877","0.4982456140350877","0.4982456140350877","0.47330960854092524","0.47330960854092524","0.47330960854092524","0.4666666666666667","0.4666666666666667","0.4666666666666667","0.48857142857142855","0.48857142857142855","0.48857142857142855","0.5085910652920962","0.5085910652920962","0.5085910652920962","0.4126984126984127","0.4126984126984127","0.4126984126984127"
"7230","0.5420560747663551","0.5420560747663551","0.5420560747663551","0.4982456140350877","0.4982456140350877","0.4982456140350877","0.47330960854092524","0.47330960854092524","0.47330960854092524","0.46853146853146854","0.46853146853146854","0.46853146853146854","0.48857142857142855","0.48857142857142855","0.48857142857142855","0.5085910652920962","0.5085910652920962","0.5085910652920962","0.41106719367588934","0.41106719367588934","0.41106719367588934"
"7240","0.5420560747663551","0.5420560747663551","0.5420560747663551","0.5","0.5","0.5","0.47330960854092524","0.47330960854092524","0.47330960854092524","0.46689895470383275","0.46689895470383275","0.46689895470383275","0.48717948717948717","0.48717948717948717","0.48717948717948717","0.5085910652920962","0.5085910652920962","0.5085910652920962","0.41106719367588934","0.41106719367588934","0.41106719367588934"
"7250","0.5403726708074534","0.5403726708074534","0.5403726708074534","0.49825783972125437","0.49825783972125437","0.49825783972125437","0.47330960854092524","0.47330960854092524","0.47330960854092524","0.4652777777777778","0.4652777777777778","0.4652777777777778","0.48717948717948717","0.48717948717948717","0.48717948717948717","0.5085910652920962","0.5085910652920962","0.5085910652920962","0.41106719367588934","0.41106719367588934","0.41106719367588934"
"7260","0.5403726708074534","0.5403726708074534","0.5403726708074534","0.5017301038062284","0.5017301038062284","0.5017301038062284","0.47330960854092524","0.47330960854092524","0.47330960854092524","0.4652777777777778","0.4652777777777778","0.4652777777777778","0.48717948717948717","0.48717948717948717","0.48717948717948717","0.5085910652920962","0.5085910652920962","0.5085910652920962","0.4094488188976378","0.4094488188976378","0.4094488188976378"
"7270","0.541795665634675","0.541795665634675","0.541795665634675","0.5017182130584192","0.5017182130584192","0.5017182130584192","0.4734982332155477","0.4734982332155477","0.4734982332155477","0.4652777777777778","0.4652777777777778","0.4652777777777778","0.4830508474576271","0.4830508474576271","0.4830508474576271","0.5085910652920962","0.5085910652920962","0.5085910652920962","0.4117647058823529","0.4117647058823529","0.4117647058823529"
"7280","0.5432098765432098","0.5432098765432098","0.5432098765432098","0.5017064846416383","0.5017064846416383","0.5017064846416383","0.4734982332155477","0.4734982332155477","0.4734982332155477","0.4652777777777778","0.4652777777777778","0.4652777777777778","0.48169014084507045","0.48169014084507045","0.48169014084507045","0.5085910652920962","0.5085910652920962","0.5085910652920962","0.4117647058823529","0.4117647058823529","0.4117647058823529"
"7290","0.5432098765432098","0.5432098765432098","0.5432098765432098","0.5034013605442177","0.5034013605442177","0.5034013605442177","0.4734982332155477","0.4734982332155477","0.4734982332155477","0.4652777777777778","0.4652777777777778","0.4652777777777778","0.48169014084507045","0.48169014084507045","0.48169014084507045","0.5085910652920962","0.5085910652920962","0.5085910652920962","0.4117647058823529","0.4117647058823529","0.4117647058823529"
"7300","0.5432098765432098","0.5432098765432098","0.5432098765432098","0.5034013605442177","0.5034013605442177","0.5034013605442177","0.4734982332155477","0.4734982332155477","0.4734982332155477","0.4652777777777778","0.4652777777777778","0.4652777777777778","0.48169014084507045","0.48169014084507045","0.48169014084507045","0.5085910652920962","0.5085910652920962","0.5085910652920962","0.41015625","0.41015625","0.41015625"
"7310","0.5432098765432098","0.5432098765432098","0.5432098765432098","0.5050847457627119","0.5050847457627119","0.5050847457627119","0.4753521126760563","0.4753521126760563","0.4753521126760563","0.4652777777777778","0.4652777777777778","0.4652777777777778","0.48169014084507045","0.48169014084507045","0.48169014084507045","0.5068493150684932","0.5068493150684932","0.5068493150684932","0.41015625","0.41015625","0.41015625"
"7320","0.5432098765432098","0.5432098765432098","0.5432098765432098","0.5067567567567568","0.5067567567567568","0.5067567567567568","0.47368421052631576","0.47368421052631576","0.47368421052631576","0.4689655172413793","0.4689655172413793","0.4689655172413793","0.48169014084507045","0.48169014084507045","0.48169014084507045","0.5068493150684932","0.5068493150684932","0.5068493150684932","0.41015625","0.41015625","0.41015625"
"7330","0.5432098765432098","0.5432098765432098","0.5432098765432098","0.5067567567567568","0.5067567567567568","0.5067567567567568","0.4755244755244755","0.4755244755244755","0.4755244755244755","0.4689655172413793","0.4689655172413793","0.4689655172413793","0.48314606741573035","0.48314606741573035","0.48314606741573035","0.5068493150684932","0.5068493150684932","0.5068493150684932","0.4085603112840467","0.4085603112840467","0.4085603112840467"
"7340","0.5432098765432098","0.5432098765432098","0.5432098765432098","0.5067567567567568","0.5067567567567568","0.5067567567567568","0.4755244755244755","0.4755244755244755","0.4755244755244755","0.47079037800687284","0.47079037800687284","0.47079037800687284","0.48324022346368717","0.48324022346368717","0.48324022346368717","0.5068493150684932","0.5068493150684932","0.5068493150684932","0.4085603112840467","0.4085603112840467","0.4085603112840467"
"7350","0.5432098765432098","0.5432098765432098","0.5432098765432098","0.5067567567567568","0.5067567567567568","0.5067567567567568","0.4755244755244755","0.4755244755244755","0.4755244755244755","0.4691780821917808","0.4691780821917808","0.4691780821917808","0.48324022346368717","0.48324022346368717","0.48324022346368717","0.5085324232081911","0.5085324232081911","0.5085324232081911","0.4085603112840467","0.4085603112840467","0.4085603112840467"
"7360","0.5415384615384615","0.5415384615384615","0.5415384615384615","0.5067567567567568","0.5067567567567568","0.5067567567567568","0.4722222222222222","0.4722222222222222","0.4722222222222222","0.4691780821917808","0.4691780821917808","0.4691780821917808","0.48467966573816157","0.48467966573816157","0.48467966573816157","0.5068027210884354","0.5068027210884354","0.5068027210884354","0.4085603112840467","0.4085603112840467","0.4085603112840467"
"7370","0.5412844036697247","0.5412844036697247","0.5412844036697247","0.5067567567567568","0.5067567567567568","0.5067567567567568","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4691780821917808","0.4691780821917808","0.4691780821917808","0.48467966573816157","0.48467966573816157","0.48467966573816157","0.5084745762711864","0.5084745762711864","0.5084745762711864","0.4108527131782946","0.4108527131782946","0.4108527131782946"
"7380","0.5412844036697247","0.5412844036697247","0.5412844036697247","0.5050505050505051","0.5050505050505051","0.5050505050505051","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4691780821917808","0.4691780821917808","0.4691780821917808","0.48467966573816157","0.48467966573816157","0.48467966573816157","0.5084745762711864","0.5084745762711864","0.5084745762711864","0.4108527131782946","0.4108527131782946","0.4108527131782946"
"7390","0.5412844036697247","0.5412844036697247","0.5412844036697247","0.5067114093959731","0.5067114093959731","0.5067114093959731","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4691780821917808","0.4691780821917808","0.4691780821917808","0.4861111111111111","0.4861111111111111","0.4861111111111111","0.5084745762711864","0.5084745762711864","0.5084745762711864","0.4108527131782946","0.4108527131782946","0.4108527131782946"
"7400","0.5396341463414634","0.5396341463414634","0.5396341463414634","0.5067114093959731","0.5067114093959731","0.5067114093959731","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.46757679180887374","0.46757679180887374","0.46757679180887374","0.4861111111111111","0.4861111111111111","0.4861111111111111","0.5084745762711864","0.5084745762711864","0.5084745762711864","0.4108527131782946","0.4108527131782946","0.4108527131782946"
"7410","0.5396341463414634","0.5396341463414634","0.5396341463414634","0.5067114093959731","0.5067114093959731","0.5067114093959731","0.4724137931034483","0.4724137931034483","0.4724137931034483","0.46938775510204084","0.46938775510204084","0.46938775510204084","0.4861111111111111","0.4861111111111111","0.4861111111111111","0.5084745762711864","0.5084745762711864","0.5084745762711864","0.4108527131782946","0.4108527131782946","0.4108527131782946"
"7420","0.5396341463414634","0.5396341463414634","0.5396341463414634","0.5083612040133779","0.5083612040133779","0.5083612040133779","0.4724137931034483","0.4724137931034483","0.4724137931034483","0.4711864406779661","0.4711864406779661","0.4711864406779661","0.4861878453038674","0.4861878453038674","0.4861878453038674","0.5084745762711864","0.5084745762711864","0.5084745762711864","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7430","0.5379939209726444","0.5379939209726444","0.5379939209726444","0.5083612040133779","0.5083612040133779","0.5083612040133779","0.4724137931034483","0.4724137931034483","0.4724137931034483","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.4861878453038674","0.4861878453038674","0.4861878453038674","0.5084745762711864","0.5084745762711864","0.5084745762711864","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7440","0.5379939209726444","0.5379939209726444","0.5379939209726444","0.5083056478405316","0.5083056478405316","0.5083056478405316","0.4724137931034483","0.4724137931034483","0.4724137931034483","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.4861878453038674","0.4861878453038674","0.4861878453038674","0.5084745762711864","0.5084745762711864","0.5084745762711864","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7450","0.5363636363636364","0.5363636363636364","0.5363636363636364","0.5099337748344371","0.5099337748344371","0.5099337748344371","0.4724137931034483","0.4724137931034483","0.4724137931034483","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.48484848484848486","0.48484848484848486","0.48484848484848486","0.5101351351351351","0.5101351351351351","0.5101351351351351","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7460","0.5363636363636364","0.5363636363636364","0.5363636363636364","0.5099337748344371","0.5099337748344371","0.5099337748344371","0.4724137931034483","0.4724137931034483","0.4724137931034483","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.48626373626373626","0.48626373626373626","0.48626373626373626","0.5084175084175084","0.5084175084175084","0.5084175084175084","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7470","0.5363636363636364","0.5363636363636364","0.5363636363636364","0.5099337748344371","0.5099337748344371","0.5099337748344371","0.4742268041237113","0.4742268041237113","0.4742268041237113","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.48626373626373626","0.48626373626373626","0.48626373626373626","0.5084175084175084","0.5084175084175084","0.5084175084175084","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7480","0.5347432024169184","0.5347432024169184","0.5347432024169184","0.5115511551155115","0.5115511551155115","0.5115511551155115","0.4742268041237113","0.4742268041237113","0.4742268041237113","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.4849315068493151","0.4849315068493151","0.4849315068493151","0.5084175084175084","0.5084175084175084","0.5084175084175084","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7490","0.5347432024169184","0.5347432024169184","0.5347432024169184","0.5115511551155115","0.5115511551155115","0.5115511551155115","0.4742268041237113","0.4742268041237113","0.4742268041237113","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.4849315068493151","0.4849315068493151","0.4849315068493151","0.5050167224080268","0.5050167224080268","0.5050167224080268","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7500","0.5331325301204819","0.5331325301204819","0.5331325301204819","0.5098039215686274","0.5098039215686274","0.5098039215686274","0.476027397260274","0.476027397260274","0.476027397260274","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.48501362397820164","0.48501362397820164","0.48501362397820164","0.5050167224080268","0.5050167224080268","0.5050167224080268","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7510","0.5331325301204819","0.5331325301204819","0.5331325301204819","0.5098039215686274","0.5098039215686274","0.5098039215686274","0.47440273037542663","0.47440273037542663","0.47440273037542663","0.47474747474747475","0.47474747474747475","0.47474747474747475","0.48501362397820164","0.48501362397820164","0.48501362397820164","0.5050167224080268","0.5050167224080268","0.5050167224080268","0.4092664092664093","0.4092664092664093","0.4092664092664093"
"7520","0.5331325301204819","0.5331325301204819","0.5331325301204819","0.5098039215686274","0.5098039215686274","0.5098039215686274","0.47440273037542663","0.47440273037542663","0.47440273037542663","0.47474747474747475","0.47474747474747475","0.47474747474747475","0.48501362397820164","0.48501362397820164","0.48501362397820164","0.5033333333333333","0.5033333333333333","0.5033333333333333","0.4115384615384615","0.4115384615384615","0.4115384615384615"
"7530","0.5331325301204819","0.5331325301204819","0.5331325301204819","0.5098039215686274","0.5098039215686274","0.5098039215686274","0.47440273037542663","0.47440273037542663","0.47440273037542663","0.47315436241610737","0.47315436241610737","0.47315436241610737","0.48501362397820164","0.48501362397820164","0.48501362397820164","0.5066225165562914","0.5066225165562914","0.5066225165562914","0.4115384615384615","0.4115384615384615","0.4115384615384615"
"7540","0.5331325301204819","0.5331325301204819","0.5331325301204819","0.5098039215686274","0.5098039215686274","0.5098039215686274","0.4711864406779661","0.4711864406779661","0.4711864406779661","0.47315436241610737","0.47315436241610737","0.47315436241610737","0.483695652173913","0.483695652173913","0.483695652173913","0.5066225165562914","0.5066225165562914","0.5066225165562914","0.4115384615384615","0.4115384615384615","0.4115384615384615"
"7550","0.5315315315315315","0.5315315315315315","0.5315315315315315","0.5098039215686274","0.5098039215686274","0.5098039215686274","0.4711864406779661","0.4711864406779661","0.4711864406779661","0.47315436241610737","0.47315436241610737","0.47315436241610737","0.483695652173913","0.483695652173913","0.483695652173913","0.5066225165562914","0.5066225165562914","0.5066225165562914","0.4115384615384615","0.4115384615384615","0.4115384615384615"
"7560","0.5315315315315315","0.5315315315315315","0.5315315315315315","0.5098039215686274","0.5098039215686274","0.5098039215686274","0.4711864406779661","0.4711864406779661","0.4711864406779661","0.47315436241610737","0.47315436241610737","0.47315436241610737","0.483695652173913","0.483695652173913","0.483695652173913","0.5066225165562914","0.5066225165562914","0.5066225165562914","0.4115384615384615","0.4115384615384615","0.4115384615384615"
"7570","0.5315315315315315","0.5315315315315315","0.5315315315315315","0.5098039215686274","0.5098039215686274","0.5098039215686274","0.4711864406779661","0.4711864406779661","0.4711864406779661","0.47315436241610737","0.47315436241610737","0.47315436241610737","0.483695652173913","0.483695652173913","0.483695652173913","0.5066225165562914","0.5066225165562914","0.5066225165562914","0.4115384615384615","0.4115384615384615","0.4115384615384615"
"7580","0.5299401197604791","0.5299401197604791","0.5299401197604791","0.5098039215686274","0.5098039215686274","0.5098039215686274","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.47157190635451507","0.47157190635451507","0.47157190635451507","0.483695652173913","0.483695652173913","0.483695652173913","0.5066225165562914","0.5066225165562914","0.5066225165562914","0.4115384615384615","0.4115384615384615","0.4115384615384615"
"7590","0.5299401197604791","0.5299401197604791","0.5299401197604791","0.50814332247557","0.50814332247557","0.50814332247557","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.47157190635451507","0.47157190635451507","0.47157190635451507","0.48787061994609165","0.48787061994609165","0.48787061994609165","0.5066225165562914","0.5066225165562914","0.5066225165562914","0.4115384615384615","0.4115384615384615","0.4115384615384615"
"7600","0.5299401197604791","0.5299401197604791","0.5299401197604791","0.5064935064935064","0.5064935064935064","0.5064935064935064","0.47297297297297297","0.47297297297297297","0.47297297297297297","0.47157190635451507","0.47157190635451507","0.47157190635451507","0.4879356568364611","0.4879356568364611","0.4879356568364611","0.5066225165562914","0.5066225165562914","0.5066225165562914","0.4115384615384615","0.4115384615384615","0.4115384615384615"
"7610","0.5299401197604791","0.5299401197604791","0.5299401197604791","0.5064935064935064","0.5064935064935064","0.5064935064935064","0.4713804713804714","0.4713804713804714","0.4713804713804714","0.47333333333333333","0.47333333333333333","0.47333333333333333","0.48663101604278075","0.48663101604278075","0.48663101604278075","0.5066225165562914","0.5066225165562914","0.5066225165562914","0.4115384615384615","0.4115384615384615","0.4115384615384615"
