"Step","llm_v4_direct_select_pos_1 - total_success","llm_v4_direct_select_pos_1 - total_success__MIN","llm_v4_direct_select_pos_1 - total_success__MAX","llm_v3_pos_neg_dst - total_success","llm_v3_pos_neg_dst - total_success__MIN","llm_v3_pos_neg_dst - total_success__MAX","fbe_baseline - total_success","fbe_baseline - total_success__MIN","fbe_baseline - total_success__MAX","llm_v2_pos_cot - total_success","llm_v2_pos_cot - total_success__MIN","llm_v2_pos_cot - total_success__MAX","l3mvn_baseline_local_step_15 - total_success","l3mvn_baseline_local_step_15 - total_success__MIN","l3mvn_baseline_local_step_15 - total_success__MAX","llm_v1_no_cot_local_step_15 - total_success","llm_v1_no_cot_local_step_15 - total_success__MIN","llm_v1_no_cot_local_step_15 - total_success__MAX","sem_exp_baseline - total_success","sem_exp_baseline - total_success__MIN","sem_exp_baseline - total_success__MAX"
"13590","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.4915572232645403","0.4915572232645403","0.4915572232645403","0.47448015122873344","0.47448015122873344","0.47448015122873344","0.4706994328922495","0.4706994328922495","0.4706994328922495","0.47840531561461797","0.47840531561461797","0.47840531561461797","0.5027932960893855","0.5027932960893855","0.5027932960893855","0.4053497942386831","0.4053497942386831","0.4053497942386831"
"13600","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.4915572232645403","0.4915572232645403","0.4915572232645403","0.47547169811320755","0.47547169811320755","0.47547169811320755","0.4706994328922495","0.4706994328922495","0.4706994328922495","0.47840531561461797","0.47840531561461797","0.47840531561461797","0.5018587360594795","0.5018587360594795","0.5018587360594795","0.4053497942386831","0.4053497942386831","0.4053497942386831"
"13610","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.4915572232645403","0.4915572232645403","0.4915572232645403","0.47547169811320755","0.47547169811320755","0.47547169811320755","0.4706994328922495","0.4706994328922495","0.4706994328922495","0.47840531561461797","0.47840531561461797","0.47840531561461797","0.5009276437847866","0.5009276437847866","0.5009276437847866","0.40451745379876797","0.40451745379876797","0.40451745379876797"
"13620","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.4915572232645403","0.4915572232645403","0.4915572232645403","0.47547169811320755","0.47547169811320755","0.47547169811320755","0.4706994328922495","0.4706994328922495","0.4706994328922495","0.47840531561461797","0.47840531561461797","0.47840531561461797","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40451745379876797","0.40451745379876797","0.40451745379876797"
"13630","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.49063670411985016","0.49063670411985016","0.49063670411985016","0.47547169811320755","0.47547169811320755","0.47547169811320755","0.4706994328922495","0.4706994328922495","0.4706994328922495","0.47761194029850745","0.47761194029850745","0.47761194029850745","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40451745379876797","0.40451745379876797","0.40451745379876797"
"13640","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.49063670411985016","0.49063670411985016","0.49063670411985016","0.47547169811320755","0.47547169811320755","0.47547169811320755","0.4716981132075472","0.4716981132075472","0.4716981132075472","0.47603305785123967","0.47603305785123967","0.47603305785123967","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40451745379876797","0.40451745379876797","0.40451745379876797"
"13650","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.49063670411985016","0.49063670411985016","0.49063670411985016","0.47547169811320755","0.47547169811320755","0.47547169811320755","0.4716981132075472","0.4716981132075472","0.4716981132075472","0.47603305785123967","0.47603305785123967","0.47603305785123967","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.4036885245901639","0.4036885245901639","0.4036885245901639"
"13660","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.49063670411985016","0.49063670411985016","0.49063670411985016","0.4745762711864407","0.4745762711864407","0.4745762711864407","0.4716981132075472","0.4716981132075472","0.4716981132075472","0.47603305785123967","0.47603305785123967","0.47603305785123967","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40286298568507156","0.40286298568507156","0.40286298568507156"
"13670","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.49063670411985016","0.49063670411985016","0.49063670411985016","0.4745762711864407","0.4745762711864407","0.4745762711864407","0.4708097928436911","0.4708097928436911","0.4708097928436911","0.4752475247524752","0.4752475247524752","0.4752475247524752","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40286298568507156","0.40286298568507156","0.40286298568507156"
"13680","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.49063670411985016","0.49063670411985016","0.49063670411985016","0.4755639097744361","0.4755639097744361","0.4755639097744361","0.4708097928436911","0.4708097928436911","0.4708097928436911","0.4752475247524752","0.4752475247524752","0.4752475247524752","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40286298568507156","0.40286298568507156","0.40286298568507156"
"13690","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.49063670411985016","0.49063670411985016","0.49063670411985016","0.474671669793621","0.474671669793621","0.474671669793621","0.4718045112781955","0.4718045112781955","0.4718045112781955","0.4752475247524752","0.4752475247524752","0.4752475247524752","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40286298568507156","0.40286298568507156","0.40286298568507156"
"13700","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.49063670411985016","0.49063670411985016","0.49063670411985016","0.474671669793621","0.474671669793621","0.474671669793621","0.4709193245778612","0.4709193245778612","0.4709193245778612","0.4752475247524752","0.4752475247524752","0.4752475247524752","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40286298568507156","0.40286298568507156","0.40286298568507156"
"13710","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.49063670411985016","0.49063670411985016","0.49063670411985016","0.474671669793621","0.474671669793621","0.474671669793621","0.4709193245778612","0.4709193245778612","0.4709193245778612","0.4744645799011532","0.4744645799011532","0.4744645799011532","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40286298568507156","0.40286298568507156","0.40286298568507156"
"13720","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.491588785046729","0.491588785046729","0.491588785046729","0.474671669793621","0.474671669793621","0.474671669793621","0.4709193245778612","0.4709193245778612","0.4709193245778612","0.4753289473684211","0.4753289473684211","0.4753289473684211","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40286298568507156","0.40286298568507156","0.40286298568507156"
"13730","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.491588785046729","0.491588785046729","0.491588785046729","0.474671669793621","0.474671669793621","0.474671669793621","0.47191011235955055","0.47191011235955055","0.47191011235955055","0.4745484400656814","0.4745484400656814","0.4745484400656814","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40286298568507156","0.40286298568507156","0.40286298568507156"
"13740","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.491588785046729","0.491588785046729","0.491588785046729","0.474671669793621","0.474671669793621","0.474671669793621","0.47191011235955055","0.47191011235955055","0.47191011235955055","0.4745484400656814","0.4745484400656814","0.4745484400656814","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40286298568507156","0.40286298568507156","0.40286298568507156"
"13750","0.5185185185185185","0.5185185185185185","0.5185185185185185","0.491588785046729","0.491588785046729","0.491588785046729","0.474671669793621","0.474671669793621","0.474671669793621","0.47191011235955055","0.47191011235955055","0.47191011235955055","0.4745484400656814","0.4745484400656814","0.4745484400656814","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40408163265306124","0.40408163265306124","0.40408163265306124"
"13760","0.5193661971830986","0.5193661971830986","0.5193661971830986","0.4897579143389199","0.4897579143389199","0.4897579143389199","0.4747663551401869","0.4747663551401869","0.4747663551401869","0.47191011235955055","0.47191011235955055","0.47191011235955055","0.4745484400656814","0.4745484400656814","0.4745484400656814","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40408163265306124","0.40408163265306124","0.40408163265306124"
"13770","0.5193661971830986","0.5193661971830986","0.5193661971830986","0.4897579143389199","0.4897579143389199","0.4897579143389199","0.4747663551401869","0.4747663551401869","0.4747663551401869","0.47191011235955055","0.47191011235955055","0.47191011235955055","0.4745484400656814","0.4745484400656814","0.4745484400656814","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40408163265306124","0.40408163265306124","0.40408163265306124"
"13780","0.5184534270650264","0.5184534270650264","0.5184534270650264","0.4888475836431227","0.4888475836431227","0.4888475836431227","0.4747663551401869","0.4747663551401869","0.4747663551401869","0.47102803738317756","0.47102803738317756","0.47102803738317756","0.4745484400656814","0.4745484400656814","0.4745484400656814","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40408163265306124","0.40408163265306124","0.40408163265306124"
"13790","0.5184534270650264","0.5184534270650264","0.5184534270650264","0.4888475836431227","0.4888475836431227","0.4888475836431227","0.4747663551401869","0.4747663551401869","0.4747663551401869","0.47102803738317756","0.47102803738317756","0.47102803738317756","0.4745484400656814","0.4745484400656814","0.4745484400656814","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40325865580448067","0.40325865580448067","0.40325865580448067"
"13800","0.5184534270650264","0.5184534270650264","0.5184534270650264","0.4888475836431227","0.4888475836431227","0.4888475836431227","0.4747663551401869","0.4747663551401869","0.4747663551401869","0.4729981378026071","0.4729981378026071","0.4729981378026071","0.4745484400656814","0.4745484400656814","0.4745484400656814","0.5018518518518519","0.5018518518518519","0.5018518518518519","0.40325865580448067","0.40325865580448067","0.40325865580448067"
"13810","0.5184534270650264","0.5184534270650264","0.5184534270650264","0.4897959183673469","0.4897959183673469","0.4897959183673469","0.4747663551401869","0.4747663551401869","0.4747663551401869","0.4729981378026071","0.4729981378026071","0.4729981378026071","0.4762684124386252","0.4762684124386252","0.4762684124386252","0.5009242144177449","0.5009242144177449","0.5009242144177449","0.4024390243902439","0.4024390243902439","0.4024390243902439"
"13820","0.5184534270650264","0.5184534270650264","0.5184534270650264","0.49074074074074076","0.49074074074074076","0.49074074074074076","0.4747663551401869","0.4747663551401869","0.4747663551401869","0.4721189591078067","0.4721189591078067","0.4721189591078067","0.4762684124386252","0.4762684124386252","0.4762684124386252","0.5009242144177449","0.5009242144177449","0.5009242144177449","0.4024390243902439","0.4024390243902439","0.4024390243902439"
"13830","0.5184534270650264","0.5184534270650264","0.5184534270650264","0.49074074074074076","0.49074074074074076","0.49074074074074076","0.4747663551401869","0.4747663551401869","0.4747663551401869","0.4721189591078067","0.4721189591078067","0.4721189591078067","0.4762684124386252","0.4762684124386252","0.4762684124386252","0.5009242144177449","0.5009242144177449","0.5009242144177449","0.4024390243902439","0.4024390243902439","0.4024390243902439"
"13840","0.5175438596491229","0.5175438596491229","0.5175438596491229","0.4907749077490775","0.4907749077490775","0.4907749077490775","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.47309833024118736","0.47309833024118736","0.47309833024118736","0.47549019607843135","0.47549019607843135","0.47549019607843135","0.5009242144177449","0.5009242144177449","0.5009242144177449","0.4024390243902439","0.4024390243902439","0.4024390243902439"
"13850","0.5175438596491229","0.5175438596491229","0.5175438596491229","0.4907749077490775","0.4907749077490775","0.4907749077490775","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.47309833024118736","0.47309833024118736","0.47309833024118736","0.47549019607843135","0.47549019607843135","0.47549019607843135","0.5018450184501845","0.5018450184501845","0.5018450184501845","0.4024390243902439","0.4024390243902439","0.4024390243902439"
"13860","0.5175438596491229","0.5175438596491229","0.5175438596491229","0.4907749077490775","0.4907749077490775","0.4907749077490775","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.4722222222222222","0.4722222222222222","0.4722222222222222","0.47471451876019577","0.47471451876019577","0.47471451876019577","0.5018450184501845","0.5018450184501845","0.5018450184501845","0.4024390243902439","0.4024390243902439","0.4024390243902439"
"13870","0.5175438596491229","0.5175438596491229","0.5175438596491229","0.48987108655616945","0.48987108655616945","0.48987108655616945","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.4713493530499076","0.4713493530499076","0.4713493530499076","0.47471451876019577","0.47471451876019577","0.47471451876019577","0.5018450184501845","0.5018450184501845","0.5018450184501845","0.4024390243902439","0.4024390243902439","0.4024390243902439"
"13880","0.5175438596491229","0.5175438596491229","0.5175438596491229","0.48987108655616945","0.48987108655616945","0.48987108655616945","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.470479704797048","0.470479704797048","0.470479704797048","0.47471451876019577","0.47471451876019577","0.47471451876019577","0.5027624309392266","0.5027624309392266","0.5027624309392266","0.4048582995951417","0.4048582995951417","0.4048582995951417"
"13890","0.5175438596491229","0.5175438596491229","0.5175438596491229","0.48987108655616945","0.48987108655616945","0.48987108655616945","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.470479704797048","0.470479704797048","0.470479704797048","0.47471451876019577","0.47471451876019577","0.47471451876019577","0.5027624309392266","0.5027624309392266","0.5027624309392266","0.4048582995951417","0.4048582995951417","0.4048582995951417"
"13900","0.5175438596491229","0.5175438596491229","0.5175438596491229","0.48990825688073397","0.48990825688073397","0.48990825688073397","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.470479704797048","0.470479704797048","0.470479704797048","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5027624309392266","0.5027624309392266","0.5027624309392266","0.4048582995951417","0.4048582995951417","0.4048582995951417"
"13910","0.5183887915936952","0.5183887915936952","0.5183887915936952","0.48990825688073397","0.48990825688073397","0.48990825688073397","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.470479704797048","0.470479704797048","0.470479704797048","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5027624309392266","0.5027624309392266","0.5027624309392266","0.40404040404040403","0.40404040404040403","0.40404040404040403"
"13920","0.5183887915936952","0.5183887915936952","0.5183887915936952","0.48990825688073397","0.48990825688073397","0.48990825688073397","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.470479704797048","0.470479704797048","0.470479704797048","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5027624309392266","0.5027624309392266","0.5027624309392266","0.4032258064516129","0.4032258064516129","0.4032258064516129"
"13930","0.5174825174825175","0.5174825174825175","0.5174825174825175","0.48990825688073397","0.48990825688073397","0.48990825688073397","0.47388059701492535","0.47388059701492535","0.47388059701492535","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5018382352941176","0.5018382352941176","0.5018382352941176","0.4032258064516129","0.4032258064516129","0.4032258064516129"
"13940","0.5165794066317626","0.5165794066317626","0.5165794066317626","0.48990825688073397","0.48990825688073397","0.48990825688073397","0.4729981378026071","0.4729981378026071","0.4729981378026071","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5018382352941176","0.5018382352941176","0.5018382352941176","0.4036144578313253","0.4036144578313253","0.4036144578313253"
"13950","0.5165794066317626","0.5165794066317626","0.5165794066317626","0.48990825688073397","0.48990825688073397","0.48990825688073397","0.4729981378026071","0.4729981378026071","0.4729981378026071","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5018382352941176","0.5018382352941176","0.5018382352941176","0.4036144578313253","0.4036144578313253","0.4036144578313253"
"13960","0.5156794425087108","0.5156794425087108","0.5156794425087108","0.48990825688073397","0.48990825688073397","0.48990825688073397","0.4729981378026071","0.4729981378026071","0.4729981378026071","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5009174311926605","0.5009174311926605","0.5009174311926605","0.40480961923847697","0.40480961923847697","0.40480961923847697"
"13970","0.5156794425087108","0.5156794425087108","0.5156794425087108","0.48990825688073397","0.48990825688073397","0.48990825688073397","0.4729981378026071","0.4729981378026071","0.4729981378026071","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5009174311926605","0.5009174311926605","0.5009174311926605","0.40480961923847697","0.40480961923847697","0.40480961923847697"
"13980","0.5147826086956522","0.5147826086956522","0.5147826086956522","0.48990825688073397","0.48990825688073397","0.48990825688073397","0.4729981378026071","0.4729981378026071","0.4729981378026071","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5009174311926605","0.5009174311926605","0.5009174311926605","0.40480961923847697","0.40480961923847697","0.40480961923847697"
"13990","0.512998266897747","0.512998266897747","0.512998266897747","0.489010989010989","0.489010989010989","0.489010989010989","0.4721189591078067","0.4721189591078067","0.4721189591078067","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5009174311926605","0.5009174311926605","0.5009174311926605","0.406","0.406","0.406"
"14000","0.512998266897747","0.512998266897747","0.512998266897747","0.489010989010989","0.489010989010989","0.489010989010989","0.4721189591078067","0.4721189591078067","0.4721189591078067","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5009174311926605","0.5009174311926605","0.5009174311926605","0.406","0.406","0.406"
"14010","0.512998266897747","0.512998266897747","0.512998266897747","0.489010989010989","0.489010989010989","0.489010989010989","0.47309833024118736","0.47309833024118736","0.47309833024118736","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5009174311926605","0.5009174311926605","0.5009174311926605","0.406","0.406","0.406"
"14020","0.512998266897747","0.512998266897747","0.512998266897747","0.489010989010989","0.489010989010989","0.489010989010989","0.4722222222222222","0.4722222222222222","0.4722222222222222","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4755700325732899","0.4755700325732899","0.4755700325732899","0.5018315018315018","0.5018315018315018","0.5018315018315018","0.406","0.406","0.406"
"14030","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.489010989010989","0.489010989010989","0.489010989010989","0.4713493530499076","0.4713493530499076","0.4713493530499076","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.47479674796747967","0.47479674796747967","0.47479674796747967","0.5018315018315018","0.5018315018315018","0.5018315018315018","0.405189620758483","0.405189620758483","0.405189620758483"
"14040","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.489010989010989","0.489010989010989","0.489010989010989","0.4713493530499076","0.4713493530499076","0.4713493530499076","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.47479674796747967","0.47479674796747967","0.47479674796747967","0.5018315018315018","0.5018315018315018","0.5018315018315018","0.405189620758483","0.405189620758483","0.405189620758483"
"14050","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.489010989010989","0.489010989010989","0.489010989010989","0.4713493530499076","0.4713493530499076","0.4713493530499076","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.474025974025974","0.474025974025974","0.474025974025974","0.5018315018315018","0.5018315018315018","0.5018315018315018","0.405189620758483","0.405189620758483","0.405189620758483"
"14060","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.489010989010989","0.489010989010989","0.489010989010989","0.47232472324723246","0.47232472324723246","0.47232472324723246","0.4725274725274725","0.4725274725274725","0.4725274725274725","0.474025974025974","0.474025974025974","0.474025974025974","0.5018315018315018","0.5018315018315018","0.5018315018315018","0.4063745019920319","0.4063745019920319","0.4063745019920319"
"14070","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.489010989010989","0.489010989010989","0.489010989010989","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4725274725274725","0.4725274725274725","0.4725274725274725","0.474025974025974","0.474025974025974","0.474025974025974","0.5018315018315018","0.5018315018315018","0.5018315018315018","0.40755467196819084","0.40755467196819084","0.40755467196819084"
"14080","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.48811700182815354","0.48811700182815354","0.48811700182815354","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4725274725274725","0.4725274725274725","0.4725274725274725","0.47487844408427876","0.47487844408427876","0.47487844408427876","0.5018315018315018","0.5018315018315018","0.5018315018315018","0.40755467196819084","0.40755467196819084","0.40755467196819084"
"14090","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.48905109489051096","0.48905109489051096","0.48905109489051096","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4725274725274725","0.4725274725274725","0.4725274725274725","0.47487844408427876","0.47487844408427876","0.47487844408427876","0.5018248175182481","0.5018248175182481","0.5018248175182481","0.40674603174603174","0.40674603174603174","0.40674603174603174"
"14100","0.5121107266435986","0.5121107266435986","0.5121107266435986","0.4890909090909091","0.4890909090909091","0.4890909090909091","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4725274725274725","0.4725274725274725","0.4725274725274725","0.47487844408427876","0.47487844408427876","0.47487844408427876","0.5018248175182481","0.5018248175182481","0.5018248175182481","0.40674603174603174","0.40674603174603174","0.40674603174603174"
"14110","0.5120689655172413","0.5120689655172413","0.5120689655172413","0.4890909090909091","0.4890909090909091","0.4890909090909091","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.4725274725274725","0.4725274725274725","0.4725274725274725","0.47487844408427876","0.47487844408427876","0.47487844408427876","0.5018248175182481","0.5018248175182481","0.5018248175182481","0.40594059405940597","0.40594059405940597","0.40594059405940597"
"14120","0.5120689655172413","0.5120689655172413","0.5120689655172413","0.4890909090909091","0.4890909090909091","0.4890909090909091","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.473491773308958","0.473491773308958","0.473491773308958","0.47487844408427876","0.47487844408427876","0.47487844408427876","0.5009107468123861","0.5009107468123861","0.5009107468123861","0.40594059405940597","0.40594059405940597","0.40594059405940597"
"14130","0.5120689655172413","0.5120689655172413","0.5120689655172413","0.4890909090909091","0.4890909090909091","0.4890909090909091","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.473491773308958","0.473491773308958","0.473491773308958","0.47487844408427876","0.47487844408427876","0.47487844408427876","0.5009107468123861","0.5009107468123861","0.5009107468123861","0.40594059405940597","0.40594059405940597","0.40594059405940597"
"14140","0.5120689655172413","0.5120689655172413","0.5120689655172413","0.4890909090909091","0.4890909090909091","0.4890909090909091","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.473491773308958","0.473491773308958","0.473491773308958","0.47487844408427876","0.47487844408427876","0.47487844408427876","0.5009107468123861","0.5009107468123861","0.5009107468123861","0.40594059405940597","0.40594059405940597","0.40594059405940597"
"14150","0.5120689655172413","0.5120689655172413","0.5120689655172413","0.4890909090909091","0.4890909090909091","0.4890909090909091","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.473491773308958","0.473491773308958","0.473491773308958","0.47487844408427876","0.47487844408427876","0.47487844408427876","0.5009107468123861","0.5009107468123861","0.5009107468123861","0.40594059405940597","0.40594059405940597","0.40594059405940597"
"14160","0.5129087779690189","0.5129087779690189","0.5129087779690189","0.4890909090909091","0.4890909090909091","0.4890909090909091","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.473491773308958","0.473491773308958","0.473491773308958","0.47487844408427876","0.47487844408427876","0.47487844408427876","0.5009107468123861","0.5009107468123861","0.5009107468123861","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14170","0.5129087779690189","0.5129087779690189","0.5129087779690189","0.4890909090909091","0.4890909090909091","0.4890909090909091","0.4714548802946593","0.4714548802946593","0.4714548802946593","0.473491773308958","0.473491773308958","0.473491773308958","0.47572815533980584","0.47572815533980584","0.47572815533980584","0.5009107468123861","0.5009107468123861","0.5009107468123861","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14180","0.5129087779690189","0.5129087779690189","0.5129087779690189","0.4890909090909091","0.4890909090909091","0.4890909090909091","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.473491773308958","0.473491773308958","0.473491773308958","0.47572815533980584","0.47572815533980584","0.47572815533980584","0.5018181818181818","0.5018181818181818","0.5018181818181818","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14190","0.5120274914089347","0.5120274914089347","0.5120274914089347","0.4900181488203267","0.4900181488203267","0.4900181488203267","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.473491773308958","0.473491773308958","0.473491773308958","0.47572815533980584","0.47572815533980584","0.47572815533980584","0.5018181818181818","0.5018181818181818","0.5018181818181818","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14200","0.5120274914089347","0.5120274914089347","0.5120274914089347","0.4900181488203267","0.4900181488203267","0.4900181488203267","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4726277372262774","0.4726277372262774","0.4726277372262774","0.47572815533980584","0.47572815533980584","0.47572815533980584","0.5018181818181818","0.5018181818181818","0.5018181818181818","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14210","0.5120274914089347","0.5120274914089347","0.5120274914089347","0.4900181488203267","0.4900181488203267","0.4900181488203267","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4726277372262774","0.4726277372262774","0.4726277372262774","0.47572815533980584","0.47572815533980584","0.47572815533980584","0.5018181818181818","0.5018181818181818","0.5018181818181818","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14220","0.5111492281303602","0.5111492281303602","0.5111492281303602","0.4900181488203267","0.4900181488203267","0.4900181488203267","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4726277372262774","0.4726277372262774","0.4726277372262774","0.47572815533980584","0.47572815533980584","0.47572815533980584","0.5018181818181818","0.5018181818181818","0.5018181818181818","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14230","0.5111492281303602","0.5111492281303602","0.5111492281303602","0.4900181488203267","0.4900181488203267","0.4900181488203267","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4726277372262774","0.4726277372262774","0.4726277372262774","0.47572815533980584","0.47572815533980584","0.47572815533980584","0.5018181818181818","0.5018181818181818","0.5018181818181818","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14240","0.5111492281303602","0.5111492281303602","0.5111492281303602","0.49094202898550726","0.49094202898550726","0.49094202898550726","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.4726277372262774","0.4726277372262774","0.4726277372262774","0.4765751211631664","0.4765751211631664","0.4765751211631664","0.5027223230490018","0.5027223230490018","0.5027223230490018","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14250","0.5111492281303602","0.5111492281303602","0.5111492281303602","0.49094202898550726","0.49094202898550726","0.49094202898550726","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.47358834244080145","0.47358834244080145","0.47358834244080145","0.4765751211631664","0.4765751211631664","0.4765751211631664","0.5018115942028986","0.5018115942028986","0.5018115942028986","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14260","0.5102739726027398","0.5102739726027398","0.5102739726027398","0.49094202898550726","0.49094202898550726","0.49094202898550726","0.47058823529411764","0.47058823529411764","0.47058823529411764","0.47358834244080145","0.47358834244080145","0.47358834244080145","0.4765751211631664","0.4765751211631664","0.4765751211631664","0.5018115942028986","0.5018115942028986","0.5018115942028986","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14270","0.5102739726027398","0.5102739726027398","0.5102739726027398","0.49094202898550726","0.49094202898550726","0.49094202898550726","0.46972477064220186","0.46972477064220186","0.46972477064220186","0.47358834244080145","0.47358834244080145","0.47358834244080145","0.4765751211631664","0.4765751211631664","0.4765751211631664","0.5018115942028986","0.5018115942028986","0.5018115942028986","0.4051383399209486","0.4051383399209486","0.4051383399209486"
"14280","0.5102739726027398","0.5102739726027398","0.5102739726027398","0.49094202898550726","0.49094202898550726","0.49094202898550726","0.46972477064220186","0.46972477064220186","0.46972477064220186","0.47454545454545455","0.47454545454545455","0.47454545454545455","0.4765751211631664","0.4765751211631664","0.4765751211631664","0.5018115942028986","0.5018115942028986","0.5018115942028986","0.4051383399209486","0.4051383399209486","0.4051383399209486"
