"Name","_wandb","total_success"
"llm_v4_direct_select_pos_1","","0.48514851485148514"
"llm_v3_pos_neg_dst","","0.47083926031294454"
"fbe_baseline","","0.45571428571428574"
"llm_v2_pos_cot","","0.46382978723404256"
"l3mvn_baseline_local_step_15","","0.4636871508379888"
"llm_v1_no_cot_local_step_15","","0.4907801418439716"
"sem_exp_baseline","","0.36337625178826893"
